question,answer
"out of curiosity, are you into the vaporwave aesthetic trend because I heard all your instrumentals and they were rad af?",trends are for losers.
im sad and i dont know how to stop?,well where did you learn to do it in the first place.
"Notice you don't really use a guitar in your compositions? Any specific reason why or just preference? Maj 7, Min 7, add 9, add 7 chords can all sound really groovy with the right tone :D?",.
Make an evolution video?,ok.
Can I slide into your DMs? If you know what i mean?,my twitter app only allows 140 characters in DMs. so everyone's messages get cut off. all my messages look like: Hi Bill. My name is Gustav Jorbelson. I work for a Production Company specializing in forcefeeding content to millennials and I was wonderi.
what do memes mean to you?,i don't even know what a meme is anymore. i think they changed it.
history of poland? such a great country to make a video?,
how do you listen to music?,
"history of sweden, if it's not too much trouble? do you think you could make a video similar to history of japan for sweden? it's a pretty wacky country, so I've heard! your other videos are lovely btw?",
why don't you have favorites?,.
Sorry. I just sincerely want musical recommendation from you. This is from 4.22.16  4:29 am?,that's a very complex and sensitive issue. i would be glad to discuss it privately.
whats the difference between 2 based soul world and dorian and also 4 based soul world and lydian? RIP Prince?,"i guess technically there is no difference, but modal stuff i would consider more actually based in the key of the root. like dorian would be like 'so what' or 'can i get a'. and lydian (which is usually more of a momentary thing anyway) would be like the intro to a steven spielberg movie. this question will self destruct."
Who runs the world?  (I think it's cats)?,"no it's not cats, it's actually people. specifically, people with the most trust points. to find out how many trust points you have, go to the bank."
"Hello im kalle and ive asked u a few questions before!! Thank u for answering them. I really admire u and your music & creations.I think i saw a couple times that u think about why walls are the way they are,and i wondered, what conclusion did u come to about walls?",
how long did it take you to make the japan video?,
hellO yes i drank 9 glasses of water a day instead of 8 glasses am i going to die?,"no, you are going to pee."
does grass exist?,"i'm not saying. i don't want to ruin the surprise for you, in case it does."
hey its me ur girlfriend lets go?,where the hell have you been. and do you really think this page is the best place to talk.
Would you like to adopt me?Y/N?,who is this.
how many noses do you have and does it effect your eyesight?,"i have the normal amount. and yes, all the senses actually work together in a sort of intuitive fashion."
whats ur credit card info front and back?,my credit card is actually a leaf.
"Can you make more documentaries about countries? Like Thailand, China etc. I really like your style. Super dope! Peace?",
Hey whats your spirit animal?Mines a unicorn!!Cause one believes in me?,what the fuck is a spirit animal.
Come onnnnnnnn whats ur type?! Blonds or brunetts? ~Im a blond ;)~?,referring to people as a 'thing' based on their hair or skin color is offensive to me for some reason.
hey there's this girl. what do i do ~?,be yourself. that's probably what she's doing.
what's your mbti?,
do u wear tight pants?,i try to wear reasonable sized pants.
"Can I use a part of one of your songs in a YouTube video? (I'll give credit, of course)?",.
are you celebrating 4/20?,not any more than i celebrate most days.
"I am interested in things that challenge and defy the expected, and am willing to support original content that goes beyond the ordinary. Does this remove the purpose of my last question? (The one where I talk about requests and Patreon)?",i'm not sure.
will u marry me?,who is this.
How about putting a giant red 'FREQUENTLY ASKED QUESTIONS' at the top of this questions page? Or something along those lines?,seems legit. but then i would have no good way of responding when people inevitably continue to ask those same questions. that would make me feel more insane and helpless than i already do.
can onions have opinions?,"not usually, but when they do they express them."
are memes real?,i don't know anymore.
"Why not take requests for Patrons that pay more than $25? A custom song for those who want it, and it pays for the electricity?","one of the most important things i aim to do is go my own way, and deliver things that challenge and defy the expectations. if that is not what you are interested in, then you should not be supporting me."
Do you have a favorite band in particular?,"not sure what counts as a band. or a favorite, actually."
I'LL TAKE U OUT!!! !!! on a date maybe or something?,that sounds incredible.
r u wearing socks right now?,yep.
how do you take your eggs?,digitally.
do you enjoy gummy bears?,no.
if i give you $1000 would you be my friend?,i think i already am.
"Who made your website and how because that CSS is colorful, man?",bill wurtz. it's not css.
Do you have a cure for procrastination?,it doesn't always need to be cured.
can u make another history of a country?,
How long did the Japan video take to produce?,
when will you post the new video? i really need it?,i'm not sure what video you're talking about.
what country are you going to make a history of next?,great question. i'm doing something entirely different.
if i gave you 10 million dollars would you make a movie? also follow up question can you loan me 10 million dollars?,"what exactly is considered a movie, and how would it be different from what i have already done."
you are my reason for living?,that's why i'm here.
u should do another history video their pretty dank?,
Where is this aesthetic coming from? Only thing I can discern is the Futura font possibly from Wes Anderson?,"as far as i know, aesthetic is the name of a type of zombie that has been invading our planet since 2014. i am proud to announce that this is an aesthetic free zone."
what even is life?,a fun and interesting challenge.
did u ever get arrested?,no.
You're very interesting... What made you want to post all these things? :D?,"think of it this way.... if i didn't, you never would have heard of me."
What do you think of weeaboos?,i don't know any.
"hi! i was wondering if you could speak to the way that you used synths in the background of in a mellow tone? specifically, how/if you constructed them to support the melodic line? thank you so much?",.
What are you working on currently?,a reality show.
"this body isn't mine. can you help me find the original owner? i don't like this, i want a refund?",i just got a message from the 13 year old half-starving girl in bangladesh who made your clothes. she wants a refund for her place in society.
how do i know for sure if im real or fake and if reality is worth staying in if im real or if existence is worth it if im existing as a fake entity?,"you need to follow thru with the world you are in. if you choose to 'pass', you're probably going to get thrown into another world with all the same issues, and possibly with a slightly lower annual household income."
When did you start playing instruments?,when i was 2.
Why is surviving missing from videos? WHAT ARE YOU HIDING?,.
how i become a dinosaur?,"you just have to be what you're going to be, and hope someone calls it a dinosaur."
ok dude why did u forget that the us put an oil embargo on japan and honestly the nanking rapes aren't even admitted to have hapened so pls fix this errors~Emperor Tojo's ghost?,"the japan video is done. i am not re-releasing it. i actually added an anotation on youtube to address nanking, as well as u.s. rapes as well. the oil embargo i believe is covered in the 'no more oil for you.' (although i'm not totally sure what the word embargo means) other than that, i made this video a long time ago and i am not going to go back and do it again. thanks for the support."
sᴉɥʇ pɐǝɹ oʇ ǝlqɐ noʎ ǝɹ∀?,"yes, but the z-dot didn't work. the code for z-dot would have been &&num;380; . also, i wouldn't use the z-dot, there is a ¿ character, which is either &iquest; or &&num;191; which would look much better than ż."
"LAST question. I'm running a pet business. I need sales. Can I mail you a goldfish? Or can I email you a goldfish? I need to get my business going, man :((i got more cats and dogs in rainbow colors btw)?","everyone needs to stop sending me pets. i don't want any pets, and now they all have postage stamps on them."
how long does it usually take to make one of your short videos  that are about 5 seconds long?,.
did you major in music?,no.
What languages do you speak?,english and part of french.
"but how do you find the right thing? just listen? but that's so hard to do when everyone around you is so loud and tries to tell you their own ideas of what the right thing is, and it's even harder when your thing doesn't exist yet?","it can be stressful when everyone is re-enforcing the same old ideas. but the fact that you have the feeling of wanting to break away is proof of existence. photo-copy that and stamp it as proof that you are real. then just start building upon that. set up some free space where you are free to brainstorm ideas and save them. your situation sounds very familiar to me, and i would be glad to give you more tips.  please get in touch if you need to, my email is on the email page."
"Have you ever had to use the Music Theory work/textbook Tonal Harmony? It has a few editions, and our school uses edition 7. I feel like this book is very ambiguous and is hardly helpful as a learning tool because of how vague it is most of the time. Are college courses/workbooks any better? What references/sites/books can help me more at this time? Secondary dominants/functions are difficult... Thanks?",please use your ears. this will be the most useful tool in things relating to music.
more video of history of..... or I wreck your neck... ty?,"you mean do the most expected and predictable thing? sure, coming right up. after all, my name means 'expected and predictable' in latin."
where do you get the generic ringtones from?,they should already be on your phone. not sure i understand the question.
how did you decide on your work's general aesthetic?,"i am not too familiar with the word aesthetic. but the way i write is, i think of something that seems like a good idea, and then i do something different."
describe ME in 1 word?,analytical.
describe yourself in at least 6 words?,disobedient.
describe yourself in 1 word?,ok.
"If you were an envelope, where would you send yourself?",israel.
what do you think of ducks?,seems like a cool idea.
can you send me some bleach please?,"yeah right, then you'd find out where i live."
have you ever thought about being a professional curriculum designer? so many topics need this treatment?,there's no way that pays well.
"pls do history of china, russia & the UK :)?",
Why did you choose to make the video on japan and not another country?,
on a scale of 0 - cool how cool are you?,i actually rank differently depending on which brand of tester.
CREATE MORE VIDEOS LIKE THE HISTORY OF JAPAN QUICK?,well that wouldn't be a surprise at all.
how many questions do you get per day? approximately; rounded?,about 50 to 100.
but.... just censor all the naughty words m8. like  replace shit with shoot and fuck with frick?,not exactly clear on which words are naughty and why.
"did you...stop taking...emails? :,(?",no.
don't get me wrong your usual jingles and videos are the best but i wish you put out long serious songs too that i could jam out too because your voice and music is rly nic e we need a real mixtape billy?,"imagine if all this time that was what i was working on. then imagine that on top of that, there are hundreds of people sending me messages all the time asking when i will do another history video identical to my last one. what would you do in this situation? just curious. feel free to email me with advice."
where are the questions?,everywhere. this whole world is made of questions.
how are you so surreal?,i dropped myself on my head when i was young.
Why am I here?,where.
what's next?,it's a surprise.
help?,i will try.
how fast can you say disestablishmentarianism?,not fast enough.
being alive is terrfying help me?,learn from it. that's the whole point.
birds are sea lobsters correct?,not that i know of.
can you tell me what you are working on riiighttt NOW?,questions.
do u like oranges?,not anymore.
What other topics are you planning to do? I honestly hope it's more history but anything would be great?,it's a surprise.
ᕕ(⌐■_■)ᕗ ♪♬ hey?,hi.
Is this a question or it is a statment?,.
do u occasionally sleep and drink water?,"yes, i do both quite frequently."
Have you considered creating a 12 hr mix of any of your videos?,no.
where do cats come from?,cats.
why am I always suffering?,you'll have to be more specific. there are many different kinds of suffering.
what is your opinion on tomatoes?,they are not as good as they could be.
"If I mailed you a dog, what color would you want it to be? (same person from the cat question a while back, PETS R COOL)?",i don't want a dog. i don't think it's a good idea to send dogs through the mail anyway.
What's the meaning of color?,you know when you see it.
why don't you capitalize YO SHIT?,.
in your im changing / it's raining music video did it take days to film or did you purposely change clothes in one day?,i do utilize wardrobe changes. that film technique is part of my repertoire.
"Hello, it's the internet police. You have 5 'body' tags, and all of those?",s should be.
"what is the meaning of life, also get a web designer or something and upgrade from this basic html shit. love you fam?","if you prefer sites that run slower and have more ads, there are some i can recommend."
What is ur youtube channel?,
Where are your drums?,"in the cases, stacked against the wall."
Have you ever seen a bug fly?,yes.
Do you have a facebook profile? Looked for it but couldn't find you teehee :D?,i quit facebook when they stopped allowing me to make up funny towns i'm from.
do you do things ever sometimes?,yes.
hi?,hi.
"Do you know how to code? If so, in what language? (C++, Java, et cetera)?","i barely know the amount of html i use to make this website. i also know most of the mac keyboard commands (copy, paste, etc)."
hey my dude?,what's up.
"Why don't you live in the UK, we'd be bffs :(?",because i was born in america and it is difficult and expensive to travel across Oceans.
how do you website?,.
Do you have something else to do other than answering questions? #Priorities?,yes.
"Turn YouTube ads on so I can help you make money, you deserve it (& I don't mind)?",ads are cancerous. if you want to.
Whsts your opinion on dank memes?,keep an open mind. you never know what could make a meme dank.
"Do you think that your strong desire to finish all that you do (songs etc.) is dictated by the system, which institutes productivity as a god tier value? (you are free to use your life as you want to, and not finishing things is no big deal)?",it's probably similar to the reason women usually want to finish making the babies they've started.
what will you do in 2026?,another tour.
Would you hire a Samurai? Ż\_(ツ)_/Ż?,
You remember when Wonka went down the tunnel? Tops?,yeah. scary as fuck.
please make me understand?,i am trying.
WHERE DID YOU GET THE SOUND EFFECTS FOR HISTORY OF JAPAN? :))?,.
Legos or megablocks?,not sure if i understand the question.
how do i go to space?,"you have to leave earth's atmosphere using #Rockets. that may seem difficult, but trust me, getting back is more difficult."
thoughts about the city of chicago?,they have pizza as thick as a mattress.
"hey this isn't really a question but I really like in i'm crazy/it's raining how you switch up the feel/style in the different verses. it sounds really cool how you leave space in the second verse and then get more dense kinda, like in the beginning of I don't want to go to school as well?","this is standard music procedure. if you have 2 verses, you almost always want to have more 'stuff' in the second one, whereas the first one should have just the bare essentials."
"Have you ever thought about making vlogs? Probably not, but I think it would be great?",i've actually been doing it for 5 years.
if there's a jacket that's not yours but you're not wearing it is it really yours?,depends who's it is.
why don't you ever have?,i do sometimes.
do you ever sleep?,yes do you.
What social media site do you use the most?,none right now. trying to finish a huge unnecessary project.
"I do want to start singing again, but I'm afraid of failing because I haven't done it for a long time?",.
"Hey Bill, can you explain this questions page a little bit, please? Like how it relates to your ask.fm, and if the questions are seperate or not? thanks x?","it's not linked to ask.fm, although i have copied some of the questions over to get started. but now i am getting much more questions here because that's where the questions button on my site goes to (it used to go straight to ask.fm). this basically works the same way-- i receive all the questions, but only the ones i answer will be shown here. i try to answer as many as i can. some of the butt-related questions tend to go un-answered, this is not a butt site, and i stand by that. also some of the more private questions like business inquiries and stuff are better done via."
which of the following are you most likely to create: 1. YA novel 2. ska-influenced jazz fusion cover album 3. a life?,absolutely none of those.
When will the next history of ______ come out?,probably right when everyone is asking me to do another 'album'.
You're cool. Wanna meet and hang out? I'm a chick and play bass?,not sure if i believe you.
what fraction of questions do you answer?,about 16/22.
How do I ask a question?,
how do i live?,any way you want.
疲れた。頭が痛い。何もかもがメチャクチャでもうやめたい。?,大丈夫になるよ.
do you only answer directly?,no.
what have i got in my pocketses?,more pockets? i dunno.
how old are youin gerbil years?,i think years are the same for everybody. but i am older than most gerbils. i hope that answers your question.
"Will u make another history, such as china, korea, russia or so?",yep.
who would you sell to satan for the least amount of money?,.
but?,&.
how are you so cool? teach me your ways?,
senpai?,
what is your opinion on hacky sacks?,i don't think they are popular anymore.
are you a reptile?,no.
\-_-/?,
when are you making another video?,now.
can u make a history of korea and china video pls thnx?,
Have you ever felt personally victimised by regina george?,no.
when was your day?,every day.
"if i had monies, i will pay you a space travel. if space travel was a thing. i think they are actually i have to dble check?",
Can I have a cookie? :3?,sure.
do u have a chicken?,no.
do u have 47 lambourhghinins in ur lambourghini account?,i don't have a lambourghini account. i have tried to make one but i keep getting an error message.
how to be cool?,be self.
whtas a meme?,"i thought i knew, but now i'm not so sure."
how do u do ur hair?,be yourself.
why don't you use capital words on you answers?,WHY DON'T YOU USE CAPITAL WORDS IN YOUR QUESTIONS.
what am i?,likely an internet user.
whats your favorite kind of infinity?,i haven't tried them all.
do you have a girlfriend?,no.
;';--?,
will you more history videos please to help me get more knowledges?,sure.
how now brown cow?,you make a good point. also to expound on that i might say that the human torch was denied a bankloan.
ok but no is exactly what u would say if aliens were helping you make your stuff?,"trust me, if i knew how to collaborate, i wouldn't have this kind of website."
why do you do the amazing things omg?,"i try to do all the things, in case some of them are amazing."
Can you make more videos like the history of Japan bc they are awesome just like you ;;)?,sure.
do aliens help you make your stuff?,no.
whats ur favoureit vegetable?,knowledge.
how are you?,good.
Do you have a middle name?,i will check.
what's your least favorite word?,i actually like words i don't like.
How deep is sleep?,meep (that is short for medium deep).
do you come to colleges to do concerts? if so plz come to me?,i don't have the live show put together yet.
are you happy?,maybe.
Why haven't you posted in a while?,.
do you think you'll manage to finish the next country video before history of japan loses meme status?,that would not be what i'm trying to do.
how do you know if you're a boy or a god of death?,"they have a test for that at walgreens. i think it's actually next to the pregnancy tests, which is weird."
why is your name bill and not yojjandria?,i'll have to think about that.
what does water taste like?,survival.
How do I get squirrels to quit being scared of me and hang out with me and eat nuts?(pls help I'm lonely)?,try stronger nuts.
r u high?,i will check.
please show us a supermeme?,
do you like memes?,they are ok. to be honest right now i am more interested in supermemes.
will your next video be a song or a history video or something else?,exactly.
why do people like donald trump?,"i think the american people are tired of robots running for president, and they are at the point where they are willing to take a clown over a robot."
opinion on giraffes?,they are tall.
Touring plans? :)?,yep.
what country is the next video about?,.
hey i'm so fucking sad i mean the only person i really like in this whole universe doesn't even speak to me although he hurt me and nothing was my fault and tonight i'm going out w ppl i don't even like and im in a place i despise and i feel so empty and i wish i knew ppl i enjoy spending time with?,take this opportunity to find yourself better than you ever have before. be the person you want to see in the world. this is your chance.
is uranus a country?,no.
what's it like to dine in paradise?,"i don't know, but safe to say i would assume it's pretty nice."
what was the day before yesterday?,.
I'm not Buddhist but I feel like you've reached enlightenment??????? I'm so confused I've been watching your videos for an hour and I'm not sure whether I'm disturbed or in love and IS THAT THE POINT THAT THERE IS NO MEANING I lost myself help?,i'm testing to see if the internet still works.
do you often shake your head in disgust?,yes but i don't mean it.
have you become a meme man?,the proper term would be memesmith.
"will you do another history of a country, it was v informative 10/10 have passed my degree bc of the history of japan video?",.
when will your next documentary be completed choose one or not if you dont want to A: idk in like months B: life C: mayan calenders?,it will come out right at the moment when everyone is asking for me to do a different thing.
how many instruments do you have?,depends what counts as an instrument.
teach me about chords please?,.
Do you like any of the music by The Police (the band not the force)?,that moment right before the 1st chorus (not the 2nd) of 'magic'.
when does the sun rise?,all the time.
what is the best thing about getting a new haircut?,the attention you receive from friends and colleagues.
what is the best smell?,"accomplishment, and success."
what is your favourite music?,the kind with magical powers.
"favorite means preferred before all others of the same kind having said that, can you name a comedy and a documentary you've specially liked? please don't answer what's specially?",i like the kind of movies where some people think it's a comedy and some people think it's a documentary.
are you going to do another country history video? xoxox?,yep.
Do you still think the earth is medium size (or a little bit bigger)?,"yes, or smaller."
what the heck is the international feelings guild?,i have no idea.
if two mind readers are reading each others mind whose mind are they reading?,the one trees read.
when is ur next topic coming out?,after a couple of non-topics.
what phone do you have?,
a?,that seems reasonable.
hey uh bill have you ever taken over the world i need some tips right away?,"to take over the world, start by taking over yourself."
i hate school and all i want to do is music?,hi me from the past. glad you found a way to send messages to your future self thru time.
I love ur stuff and youre cool. Whats your opinion on milk?,"it can be used for good, as well as evil."
drop a hint of your next project?,it's a hints project.
"Hi Bill, you f***ing genius. Why don't you monetize your videos? (in particular, the ones that last over a minute)?",ads make me uncomfortable and i'm pretty sure they give you cancer. subjecting my fans to that would be just rude.
when do you plan on taking over the world?,still working on taking over my life.
"Do you think you'll start to do 60fps videos soon? (Not that they need to be, just interested.)?",no. i don't need anything else to make this take longer.
what are we?,"what you are is your own opinion, me personally."
"i will have my own music and visual studio..i will also have a great band and live show this imperative attitude is commonplace for people who achieve brilliant things. Is it something you've always had or have you taught yourself this strong self-belief? I struggle with self-esteem issues,you see?",expressing things to a wide audience is the only way i can get my life to make sense. so it's worth a shot.
where do you see yourself in 30 years?,"i will have produced much more content of a broad range of types, i will have my own music and visual studio (hey that means real drums in videos for once), and i will also have a great band and live show."
Does the prospect of yourself writing a book interest you?,not really. in recent decades it has become possible to 'write' in more ways than ever before. i would rather try out some of those ways.
"whens ur birthday, stop being scared of astrology... i dont even need the year?","i'm not scared of astrology, astrology is great. but not like 'horoscopes' in the magazines. real astrology looks more like."
do you have friends?,almost.
Are you enjoying yourself making this new project? Hope you're having a nice time?,"it is a huge amount of work, but it is something i've been waiting to do for a long time. i am nervous about whether anyone will like it. but that's also exactly how i felt while i was working on the history of japan."
how long did it take for you to mmakke the japan vid lol?,
what do you do on a rainy day?,"keep working. rain does not affect my progress, because fortunately i have a good #roof."
How do I advance to the level of troll you're at?,"be yourself. whoops, you already are."
hello from mars?,hi.
How was it when you realized you were ready? I believe it was different times on each instrument?,ready to start playing? as soon as you touch the instrument. ready to start gigging? as soon as you need money. ready to stop learning new things? never.
Happy birthday James Taylor?,"and congratulations on finally following thru with that album after so many years. the struggle is real, and so is the victory. you made it, and congrats on having a #1 AND grammy winning record at age 67. you inspire me to do the same. it's snowtime baby."
will you ever do any more e d u c a t i o n a l videos cuz i enjoyed the japan one a lot?,i will continue to do them regularly.
Favourite Steely Dan album? (Gaucho's probably mine if I had to pick one)?,the one where donald hates himself.
why is your umbrella a different color depending on what social media outlet you're using?,"to have some variety, while still keeping that sweet brand recognition."
what's your opinion on?,"subjects, and topics."
where do you live?,turtle island.
will you buy a keytar?,no.
"help, everything is so big. how to handle it? :T?",start taking bytes. and name the bytes.
will you 1v1 me in smash bros?,i thought i was world champion on Link but then one of my friends became so ruthless on Pikachu that i had to re evaluate my life.
Do you plan making another long video? (marry me)?,"yes, thousands."
"Do you have any talents/hobbies apart from your music and being transcendental? (Though I expect you wouldnt have much time for them, given the obvious amount of work you put into your vids)?",exploring.
Are you gonna continue the video style of History of Japan ? :D?,yes.
i really want to make cool songs like you do but i play saxophones clarinets and maybe piano (i don't have a keyboard like you do though). i have songs that i want to make and play but it is very difficult to do without percussion elements. could you possibly advise me how to combat this problem?,"you have to either: learn some way of making those percussion / bass elements yourself, or make friends with people who can do it, and then convince them to work on your music, and hope they do it in a way that you like."
0111001000100000011101010010000001100001001000000111010001101001011011010110010101100011011011110111000000111111?,not that i know of.
what is the hippest and/or most out lick?,
if i am taking any of your songs seriously is this wrong?,no.
How much sleep do you usually get?,anywhere from 0 to 23 hours per day.
on a scale of only the number 1 how cool are you?,same amount as you.
hey bill r u single why or why not?,"yes, probably because whoever is the right match for me has been living under a rock for their whole life, just like me. except it's a different rock."
"Do you have a favorite chord and/or chord voicing? I hear you end on a Maj9 a lot, or a Maj7 with the 3rd swapped with a 2nd?",i think having a favorite chord is like having a favorite letter. and my favorite letter is hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh so i try to spell all my favorite words using only h's. like cantaloupe. you can spell that word with all h's.
what kind of garbage is raining on you?,.
i bought a guitar and a piano a while ago. how do i acquire your musical skills?,"experiment. find out how each note sounds by playing it. find out how multiple notes sound together by playing them. if that's not the most fun thing in the world, i don't have any more advice."
you still live in Bushwick? I'm trying to find you on Tinder but it's ruff?,try looking off tinder.
When will we get another history video pls respond also thanks for making it and pls respond?,"currently working on explaining the entire universe, hopefully i will have it explained by tomorrow."
01101000 01100101 01101100 01101100 01101111 00100000 01101001 01110100 01110011 00100000 01110000 01101001 01111010 01111010 01100001 00100000 01101000 01101111 01110111 00100000 01110010 00100000 01110101 00111111?,01101001 00100111 01101101 00100000 01100111 01101111 01101111 01100100 00101100 00100000 01110011 01101111 01110010 01110010 01111001 00100000 01100110 01101111 01110010 00100000 01110101 01110011 01101001 01101110 01100111 00100000 01100110 01100001 01101011 01100101 00100000 01100011 01101111 01100100 01100101 00100000 01101001 01101110 00100000 01110100 01101000 01100101 00100000 01110000 01101001 01111010 01111010 01100001 00100000 01110110 01101001 01100100 01100101 01101111 00101100 00100000 01101001 00100000 01110111 01100001 01110011 00100000 01101001 01101110 00100000 01100001 00100000 01101000 01110101 01110010 01110010 01111001.
what inspired your trippy artstyle?,living in a trippy world.
"Which planet did you arrive here from, and why did you choose Earth? (thank you btw for choosing earth)?",just like you (and everyone else) i have no memory of why i came here. i can only assume it was because i wanted a challenge.
am i crazy or do you not actually have any drums in the BWB videos?,i cannot use drums in music videos. try playing drums in your house or apartment building at 3am and i think you will understand the problem. unless you live in the desert.
what are your new years resolutions?,focus on longer content.
You hate your followers lol?,"great question, the answer is no i don't."
Could God make something so heavy that he couldnt even lift it himself?,"god' or 'ogd' as i sometimes call it, already made and lifted everything in advance. this is actually the default setting, so it didn't take a lot of wor."
"Hey, man, you're funny How do you do so much funny stuff? like wow?",anyone can be funny. just do stuff that's not funny and wait for people to be mad at you for not being funny. at least that's the way i do it.
"Hey, man, you're cool How do you do so much cool stuff? like wow?",i dropped myself on my head when i was young.
what is your sexual orientation?,autistic.
what's 2 + 2?,4.
Can I send a gift?,yes. my address is 000000000008 the bermuda triangle.
What's your favorite planet?,.
can you sing the answer to this question?,
Is your name really bill wurtz?,no. just kidding yes.
i sat down and watched all of your videos and now i don't know what else to do with my time?,make your own.
do you have any influenza?,"i had some, but i gave it away."
do you have any influences?,yes.
where has the fun gone?,i will check.
