question,answer
"After following your stuff now for a bit, I think I see now that you really just want to make everything that you can possibly make.  (A fascinating pursuit, even if it's a bit strange.)  What I'm wondering though, is what this means for quality control?  So, for instance, would you rather create 100 kind-of okay-ish videos/songs, or 1 really really good one?  And if you found one specific thing that meant the world to you, would you be willing to drop everything to work on just that project, or would you rather be working on having more things done for people to see at the end of the day?  (sorry for this question being so wordy, i almost feel bad making you read all this)?","i am trying to do the best stuff i can. but sometimes if you are thinking like that, you won't do anything. at a certain point, you realize that every song or story is only good because there is something wrong with it. the main character has to have a problem in order for the story to mean anything. music has to have something 'bad' or 'wrong' about it, in order for you to feel the healing from that problem. So the more you try to search for the 'perfect' song, you will only realize that the only perfect song is total silence..... which is pointless. Over and over again i have tried to hone in on the right music and it continues to be impossible, and that is what has always led me to just dig in and start going crazy. in the end, i am a perfectionist, so even if i work on a very strange song or project, i am still going to take care to make sure that it is as good as possible. Also, very important to remember, is that the more you do, the better you get. this is the."
"What was the thinking behind the series where you sang about objects or other random live video (i.e. not graphics)? Such as bread, tape, iron my shoes, colonization, mail you my floor?","it was just a good way to start out making videos when i didn't really know what to do, but felt like i could do anything. the first 3 were done in 2011 (bed, bowl, foot) and then i didn't do any videos for a long time (was mostly writing and recording songs.) then in 2014 i spontaneously put together a 5-day video."
how DO you get organized enough to start really creating content? i'm really bad at this and would like advice?,"wait and stay confused for as long as possible, until you can't take it anymore. for details on how i did it, click."
hey bill how you doing?,
why did you disable robots.txt? that means your page can't be crawled by the internet archive :(?,
Do i really need friends?,maybe.
are you still thinking about a full length album? New Canaan and We Could Just Get High are some of my top jams?,"right now i am leaning toward a weekly or bi-weekly song release schedule, after i release the long research video i am working on."
How can I help you make videos? In anyway at all?,it depends what your skills are.
what if knife was spelled without the k?,i think that would be fine.
how do i make videos and songs like you do?,
Do you ever play your originals at your gigs? I understand that its like strictly for work and not part of the bill wurtz experience but some of your tracks like new cannan or i can play could probably be done live fairly easily (even if doesnt sound the exact same)?,i don't do my own gigs.
"What about doin a history of youtube adsvideo?That would be a great idea, probably one of your FAVOURITE?","it would be the same as history of ads on any other platform, and it goes like this, wow, a cool new medium, with no ads OOPS nevermind."
Video games?Which ones?Thank you for NARDS?,
"If the secret to immortality was discovered, and you could live forever, would that actually solve your problem of make all the things, for infinity?  Like, does having an infinite amount of time actually permit an infinite amount of things, or do the two infinities just sort of converge at some point and you end up with something inbetween everything and nothing?  (also do you even think along these lines, sorry if this makes no sense)?",it would solve some problems and probably create entirely different problems.
why is your umbrella on twitter red?,
can we take our relationship to a different version of the same level wherein we become zebras?,no.
Have you received offers to create paid content? (e.g. Song to accompany an advert on tv)?,all the time.
"Have you ever written a song dedicated to somebody? (like not specifically FOR them, but with them in mind during the writing process)?","well, there is one that references bob marley ... there is another one that references jodi foster, mel gibson, and junior murvin, ... i can't think of any others."
"I noticed that you talk a lot about how you feel pressured to get a lot of content done because of getting older, having a finite amount of time, etc but you don't seem very old, I'm guessing in your 20s still, with a lot of time to accomplish a lot of things. What caused you to have that fear of not having enough time? (I hope you aren't like ailing or anything)?",you may not realize the amount of content i am talking about.
can we take our relationship to the next level?,sure.
I wish i could just forget all your content and then watch/read it entirely over from scratch. Do you ever wish this?,i wish i could make all the rest of the content i've written faster so you could see it faster.
how do i get cool and popular like you?,"first, get unpopular enough that you are free to decide for yourself what cool is. then do it until people start paying attention. and then when no one pays attention, keep doing it anyway."
i think you shold try a harmoniser like  iZotope's Nectar® 2 or something ¿?jacob coller harmoniser xD?,no way. i choose my own notes.
"so are you a butt guy, boob guy, or a sun-dried tomatoes kind of guy?",no.
did you know you have your own chemical reaction?http://www.name-reaction.com/wurtz-reaction?,that's not mine.
what is your favorite band/song/album/musical composition made by people or other lifeforms?,
what time zone do you live in? i'm in eastern?,
did you know potatoes can feel pain?,
is there any place you've really wanted to go to?,yes.
do you have any good lasagna recipes?,i don't even think i know what lasagna is.
i need some advce on acquiring a significant other?,me too.
How do you cheer up when you are very very sad? Your videos are helping me get through my existential depresion but it doesnt seem to be enough. Any advice? Thanks?,build a world.
thabk youback to questions pagewhy wont it let me ask quesytion?,.
