question,answer
"hey bill, i'm not sure if you're aware, but spotify recently opened up verification to all artists. you have to apply for Spotify for Artists and it takes like a week for them to accept you.i was able to verify my profile without going through my aggregator, and i have like 2 followers or something stupid. you should be able to do it i think.this would allow you to get a profile/background pic (though you still have to go through Rovi for the description info)?","i am verified, but last i checked the picture has to come through rovi. it is frustrating to deal with, everything is delayed, and all the instructions are always very friendly and smiley while also telling you that you're not really allowed to do anything. i'm just thankful that i found a way to get my music up there at all."
Why are all of your headers misspelled? like thabk you and ueqstions?,graphics free title graphics.
"hi bill, do you have any tips on how to keep yourself motivated throughout an entire project? how do you keep yourself from getting tired and quitting on something that takes as long as the hotewig?",
Why don't you put ads on the videos? That way you can buy yourself a brand new used car?,that would be a drag on the viewing experience.
'it was not made yet at that time''But you held the award in your hand?,"that was a blank one. i had to hand it back, so they could give it to the next person."
"I'm surprised you didn't mention the Trojan War in the hotew,ig video and the subsequent book titled The Iliad being released (which was basically the equivalent of the bible in the ancient world), when briefly touching upon the topic of the Mycenaean Greeks. Is this because you don't believe in the validity of a Trojan War having occured (albeit without divine intervention), or because you couldn't fit it into the video? https://en.wikipedia.org/wiki/Hisarlik?",
who will win the nba finals?,the golden state warriors.
"nyc sounds lovely. :( i'm stuck in the suburban southern united states, how do i get there??? im tired of people looking at me speed walking through kroger to buy a damn gallon of milk?",oh too real.
"Do you have a team of producers and animator,?",no.
"ooh, were the saxophones in I'm crazy / it's raining one of those random instrument things? either way that's like my favorite part of the song. haha just kidding the whole song is my favorite part of the song?","yes, crazy raining uses the randomization system heavily."
you seem to answer questions at all hours - do you sleep? (asked by someone who can't sleep and or can't wake up)?,
Why is history of the entire world I guess in 25 frames per second?,seems reasonable to me. why does your question have 66 characters.
"Do you Know how many people have visited this website? Because I think it's cool,but unpopular?","it is popular, i get a lot of offers from advertisers who want to put their ads here."
"It took me a while to find my question answered here. Are you sure you can't make something a bit more organized? Great aesthetic, though :D?",i think it is organized in a way that makes sense. but for your convenience i have made your question much larger than everyone else's.
Wtf is your scramble page? 😂?,anagrams. it's when you rearrange the letters.
wait so are you gonna do only the medium length songs without a video and then only post them here and not on yt?,the songs will also be sent to most of the major online music stores and streaming sites. and also posted for free on this website.
Most working adults have deadlines?,i suppose that's true.
I wouldn't call myself an expert. how do I get the most out of expert mode despite this handicap?,being an expert is not a pre-requisite for expert mode. but it might be the result.
"hey bill why do you get anxious over people saying where the fuck are the videos ? you seem zen and flow oriented in many ways, but i really dont get why that bums you out so much?","if you saw the extreme volume of questions i get on a daily basis demanding every different type of content immediately all the time, i think you might understand."
"'Ah, ah, yeah, c'mon, do a dance baby!''Why didn't you dance?","i don't always follow instructions people shout at me. sometimes i do, but not always."
"will you ever put ads on your videos,?",not if i have a choice.
or do you find them annoying for people?,yes.
and another tuesday passes?,hell yeah.
What instrument did you use for the melody of New Canaan? thanks?,my voice.
hey im a fellow musician do you have any tips for surviving this world of chaos?,use the chaos to fuel your vehicle.
do you ever get a random thought about hotewig and just feel happy bc it's out? like i had a random thought today about how you spent 11 god damn months trying to get it done and you're making songs so fast now and it's wonderful everything is wonderful. can u relate at all or do i sound crazy?,"yes i agree, it is too good to be true that it is finally done, and that the songs thing is happening. although surely the anxiety will start to set in as people continue to ask where the fuck the videos are. but if i didn't do this now i would be kicking myself for the rest of my life. the same was true for history of the entire world."
"why do you have two different world history videoshistory of the world and history of the entire world, i guess?","a similar reason to why you have used some of the same letters multiple times in your question, in different ways."
"Are you asking me to ask a question, or are you telling me to ask a question? Ironically, my question just so happened to be about asking a question about asking a question. (hope you understand this)?",it's just a suggestion.
can you do some more content?,"i am making content constantly, as fast as i can."
what are the types of chords? im confused?,.
how do be creative?,the answer may surprise you.
how do deal with creativity?,the answer may surprise you.
how do you deal with an existential crisisim asking for a friend maybe?,
i like you but how does patreon work? i wanna support but i don't get it - sorry english is bad?,"i'm not sure, i think you just click subscribe and say how much you want to pay per month."
"hey, how much fun was making in california after months of waiting to make songs?","very much. although there were some interesting riddles and hardships, which have made me stronger after solving them. looking forward to solving more riddles and becoming steadily stronger on a regular basis."
spotify isnt available where i live :(?,where do you normally get your music? my music might be available in one of those places. if not i will try to make it available there.
hi bill how do you stay committed to a project so long without getting demotivated to a point of quitting?,"it helps if you are confident that it's the right project, and also if you are confident in the process. a good way to work yourself up to that is to do a series of much shorter projects, which get done much more easily, and each one is a chance to learn new tricks and refine the process."
"also do you continue writing new songs while recording these songs? (i mean writing completely from scratch, so not the songs that you had to finish writing)?",.
is today tuesday?,i will check.
was guessing the majapahit's name as mapajahit twice in hotewig intentional?,"no, i actually meant to do all 6 combinations. i am embarrassed that i screwed it up. i guess it was just cause i was working so fast."
"I found it kind of funny that you were like, Oh, no, not another weed song when in california was selected. I had the same thought when I heard it. Nonetheless, it is a great song.But that's beside the point. You've previously touched on the idea that you have different periods in your songwriting. For instance, you mentioned that songs written in spring/summer of 2009 like new canaan have a traveling feeling. Since we probably won't hear a song that you have recently written for a while (unless the randomizer picks it),?","actually the current song is a hook from late 2015, which i have written the remaining 90% of this week."
do u regret working so much on vine to have the app be shut down?,everything i accomplished on vine still stands. i moved on from vine about a year before it was cancelled.
"are you going back to the schedule in which you uploaded videos prior to starting hotewig,?","i was not on a schedule before hotewig. the last time i was on a schedule was before history of japan, when i was on a 7 day schedule driven by vine."
On what specific date will you post your next video on youtube that is over 10 minutes long?,"not too interested in doing videos that long. they take so many months to make, and i am only going to be alive for maybe a few more decades."
"did you get the idea for that extra twist of telling yourself you don't actually have to release anything from those last few weeks of working on hotewig, when you (kinda?) considered not releasing the video?","no, that is completely different. this new technique is something that helps starting out on a project, not finishing it. once the project is more than half done, it becomes clear that it is gonna be posted. what you are talking about with history of the world was a different thing, that was because i was losing my mind from all the harassment i was getting to post the video now and fuck you where's my video and you suck, where's the fuckin video etc. etc. for so many months."
why is dick size such a popular question?,i guess it is important.
"two questions, if you don't mind :)1. i want to do everything. i want to do lots of different stuff, i want to do maths, english, history, music, art, programming and loads of other shit but I can't do all of it. what do i do?2. i am really lazy, and even though i have a lot of potential i waste it and don't put all of my effort into projects. how do i fix this?thank you bby?","try to organize the things you want to do (this might not be entirely possible, but give it your best shot.) then start doing a series of very small projects. try to make up a schedule, maybe do 5 things a week, monday through friday, circling through the different categories. the short projects will be much easier to get done, and you will automatically start learning tricks and techniques very fast. your work will get better, and soon you will have everything it takes to move on to longer projects."
Have you ever gone on a date with someone that asked you out via ueqstions page?,no.
what was your favorite subject in school?,
what is your opinion on fidget spinners?,
Do you feel as if your viewers control you?,they try.
what language am i speaking?,english i bet.
how do you feel about nihilism?,
also why is sex a huge deal?,you can make babies.
how much money do you want us to donate?,"whatever seems right for you, including 0."
Knock knock?,come in.
what's a fact you can tell about yourself?,
can i pay ur rent?,sure.
what do women pee with?,i'm not sure.
what's better thinking or feeling?,i think it's best to do them both together.
"i have such high standards for myself that i can never finish anything, how do i get over myself?",try starting with much shorter projects. they are much easier to finish.
"i don't want to be rude but it would be nice if the notebook page read like the questions page, all in a big stream so you didn't have to click back and forth. that's probably a lot of editing though and not your biggest concern, sorry just a thought?",they would blend together too much that way. but i am considering setting up something with next and previous buttons.
what's your opinion on sex?,it is a nice way to make babies.
Will you make a video for your new song? pls?,how about i make more songs instead.
are you gonna put things in reality?,
How big is your dick?,
Whats the birds and the bees? mummy always talks about it but never tells me?,"birds are like flying tiny dinosaurs, and bees are flying yellow bugs."
"this answer will determine the rest of my life: should I leave my degree and start studying to become a professional guitar player?anyway any answer will determine the rest of my life, even no answer at all, so feel free to answer just saying lettuce. also I love your content?","to become a professional guitar player, studying will not help you get gigs. but getting gigs will make you a better guitar player, and it will also lead you to more gigs. and if you're getting better then you might be able to keep better gigs. i'm not sure if thst answers your question."
I'll bring you to the best ice cream place in town?,i think i would prefer to do something a little more constructive.
http://www.billwurtz.com/reality/201308161747.mp4so how did this turn out for you?,leave me alone.
you surely answer questions alot arent you tired of them?,
"i see  a lot of questions about being your apprentice. while that sounds far fetched, would you please at least consider making some videos/text on this site about how you create your content? it could be as detailed as you wish, but any glimpse into your process would be fun to see. even if it was just one song from beginning to end it would be awesome. what are your concerns about this?-boss hogg?","there is already a little bit of that stuff, but i would like to do even more."
How can u carry on when u r depressed?,"don't carry on. stop, and throw a party."
"if you ever got access and skills using a professional studio, would you bother remaking some of your old hits? not to mean they don't already sound great, and you know i don't know anything, but i imagine there is some extra magic you could add with the best tools out there?","re-recording old songs would always be nice. but there are hundreds more songs that have not yet been recorded at all. out of all the many things i desperately want to do, re-recording songs is maybe the 22nd priority."
"So on Instagram you posted a picture of a rotated, purple, California shaped outline against a black background. The picture implies to many of your fans, including me, that you have started work on a music video for your most recent song, In California. However, on the 6.1.17 11:21 pm question you said In California would not be getting a video. And on the 6.2.17 6:16 am question you were asked about the topic of the next video to which you replied, what video. So these questions imply to your fans that you aren't making a video at all and are starting on the next song project. But that still leaves the question: If you're not making a video then what was the Instagram photo from? (Sorry, btw, if I am completely off about all of this and you have been repeating the answer throughout my question.)?","the instagram picture was posted right before the song was released, as a subtle indication of the upcoming release of the song. the graphic was made specifically for instagram, but i also used it in the title graphic for the song."
for the videos that go with the songs do the dates correspond to when they were filmed or when the songs were recorded?,the date the video was completed and/or first released as a video.
are you going to do any more album stuff?,i am considering letting the songs roam wild and free.
when you were in Alabama did you go to a Waffle House™?,"yes, mainly for the air conditioning."
what's your opinion on opinions?,
now is soon how?,infinitely.
what shape is the next thing gonna be? I hope it's a hexagon?,heart.
Why do you take so long to make videos. Do you do something outside of YouTube. Sorry if it's a dumb question I'm just curious?,"have you considered making your own videos to see if you could do it faster, and maybe better too."
"Hey Bill, the question at 6.1.17  11:59 am (why no Tuesday videos yet) is referring to your answer to a question at 5.26.17  1:46 pm, where you replied i'm hoping to have [the videos] done every tuesday, for a very long time. Did you mean something different when you said that? (BTW this isn't the same person, I'm just curious about it as well)?","that is an accurate quote, except for the part in brackets. you added that."
is it necessary to write the beginning of a sentence with a lowercase letter to be weird?,that's not very weird.
"I get why you sleep the way you do,?",how do you know how i sleep.
"but having a regular sleep schedule (as in, waking up around the same time every day, even better if it's by the sun) is very good for your health and happiness. good shit man?",what makes you think i don't have one already.
How about with asking a question you could enter a name that is displayed next to the question. That way you could just ctrl+f the name you entered and find your questionKleopatra?,that's a reasonable idea but that's more complicated than i want this page to be.
pls give me a random color?,
hi so advertisments make me wanna fight someone and so does the fact that people endlessly defend and literally fuckin BEG for hem and i just gotta tell you that seeing someone else agree tht ads are like being followed by someone who force feeds you shit is wonderful and i just gotta thank u?,"ah, thank You."
how soon is now?,
what do i do?,anything.
what are some things you really want to do but can't?,stop time to i can make copious quantities of every type of content instantly.
if you could be a font size which would you be?,
is time a made up concept?,yes but right now i don't know how to unmake it.
"and how to figure out what u know,?",i don't know. i guess i usually know what i know.
"what you can know,?",i don't think you can be sure what you can know until you know it.
u sure do get a lot of questions dont you?,yes.
"I know you know how to draw, so how do you draw good?",you have to just draw and hope it's good. try to just enjoy yourself.
wen will u upl0ad more?,hopefully all the time.
square or diamond?,
can u predict the future?,"i can try, but it's still allowed to change."
Do you always notate the music on a score for a video before recording it? Just asking because I saw the one at the end of 'you're free to do whatever you want to'?,nowadays i prefer to just use text and audio files to demo and explain how the song goes.
what you working on?,i can't tell you.
who created the universe?,not exactly.
