question,answer
do you like to surf? by surfing i mean like riding the waves of thoughts and emotions?,oh hell yeah.
"let me amend what i was worried about with the whole individuals thing. to be an individual i think is SUPER IMPORTANT AND MEANINGFUL!!!! but most of life's positions and jobs and stations are devoid of any respect for individuality. people are treated as assets, machines. i think most people just loan out their time in life as Unique people in order to have money, for living. that's AWFUL. i want to do so much, i dont want to be a machine. but am i really so different from most people? why do i deserve to escape the fate most are consigned to?","this particular world has a competitive nature to it. i don't really know why it is that way, but it is. everyone is unique. but you need to fight for your uniqueness. and also try being even more unique, and fighting even harder."
"what are your thoughts on bass guitar as an instrument, what it should contribute to a song etc?","you'll just have to try it with and without, and see for yourself."
how do i make lentils interesting?,you will have to think outside the bean.
Whats your favorite angle ? Mines 76 degrees?,"it depends what direction i am going, and what direction i'm trying to go. and specifically, the difference."
what should I do if I'm depressed all the time and everything seems to be hopeless?,.
"please do a video of got to know whats going on next!! i know, an entirely new piece would be great too and everyone would enjoy the shit out of it. i just really feel like that song needs a video. no, it deserves a video. im scared that if you do the new thing, theres not gonna be a video.im only writing this because you seem unsure of your next step. it probably won't matter in the end?","at this point, i have fully re-realized the importance of doing videos for songs. this is clearly illustrated in the fact that everyone thinks that movie star is a brand new song, everyone wants longer versions of the steve songs, and hardly anyone has heard of 'got to know what's going on.' most people never heard of movie star before the video. it is common knowledge that videos are vitally important for song publicity, and i have known this for a long time, but earlier this year i was hooked on the idea that i could do them without videos, for a simple reason which is that i can do songs about 4 times faster if i skip the video. this is a tempting strategy, but as i said i'm currently back in the viewpoint that videos are needed. what i'm trying to say is, i highly doubt that my next project will be a videoless song. it might be a new song together with a video, or it might be something completely different."
if two witches were watching two watches which witch would watch which watch?,each which would watch one watch. then they should switch.
is nine nine or is nine ten?,i will check.
what do you think of this chord progression:Eb Bb Db Ab Bmaj7?,"in order for that to have any meaning, you will need to specify the timing-- how long each of the chords last. then, you really need to specify specifically how they are voiced, which notes you used in which octave. you didn't even tell me whether it loops. that's 5 chords, so unless it's a weird time signature there must be some that are a different length. unless it does not loop in which case again you need to specify the timing. then still, you need to specify how it's played rhythmically and what kind of tone. and all that still means nothing if i don't know what the melody is, and even still, the over all effect can still be influenced by what the lyrics are. even still, with all that information written down on paper, there are still worlds of sonic factors that can give it a vastly different sounding result, even after nailing down the full notation, tempo, melody, and lyric. that being said, i think it's fine. everything is fine."
do you remember the thrill of the first time you heard/noticed a specific interval in a song? (like for instance i remember when i was little and first noticed that 7th and 9th in a final chord of a blues song)?,"i remember at a young age figuring out if youre in the key of C and youre about go to F, sneak a Bb note into the mix (in other words play C7) right before you go. it will get everyone in the room ready and eager for the trip."
why did you stop making notes at 12.17.16?,"that's not when i stopped, but why haven't you made any."
how many numbers are in the number 1000?,it depends how you look at it.
how many of the questions people ask here do you actually answer?,you wanna check.
is learning things fun?,oh hell yeah.
"If we could somehow quantify the act of being reasonable,?",which i think is completely impossible.
"I.e. if you're being completely unreasonable, you're operating at 0 Wurtz, but if you're super reasonable, that's maybe 6 Wurtz. I estimate you are at a level of about 7.9 Wurtz so I doubt we can go higher. Also it's logarithm like the Richter scale so every increment of 1 Wurtz is 10 times more reasonable than the last Wurtz (e.g. 5 Wurtz is 100 times more reasonable than 3 Wurtz)?",
"what is the true meaning of the hi, I'm steve song?",there are 2 songs in that video.
how do you overcome mediocrity?,try rotating it.
"When im in the random question page (accessed by the im feeling lucky button), there's a new random question button, but refreshing the page does the same thing. Why add a button instead of just writing somethinf like refresh for a new random question or, in bill wurtz style, ive added a button to your keyboard that serves you a new random question. Ive named it F5. Click it for a new random question?","i think your solution is nice, but much much too complicated."
"if so, what do you do againts cloudy mind?(my mind just got unclouded, today. but i dont know how i did it)?","sometimes you have to just try every type of thing, and it still doesn't work, for years and years. until one day you get so desperate that you just pull the fire alarm or something, kind of like."
"bill, are you there?",where.
"when you inevitably perform in california live will you replace one of the states (west virginia, minnesota, colorado, etc) with the name of the state you're in or do you find that too kitschy?",i've never thought about it. i would do it if the state has 3 syllables. that would be a nice challenge to try to find a way to say each location in a way that fits rhythmically.
"you often give advice to wannabee musicians to just play around, use notes and combine them in different ways and it comes across as thats how you got to where you are. But it's obvious from this page that your actual music knowledge is vast and that you didnt stick to messing around and actually took some serious time to study music and music history, get acquainted with various styles including classical and jazz and also you even revealed that you actually had some formal tutoring/training as well (7.13.17 11:58 am). Isn't it a little disingenious to just say to people to mess around with music when there's so much more to music than that? Sorry if it sounds like an accusatory question, i dont mean anything bad by it. Just feel like youre underselling how much work one has to put in to be bill wurtz or jay z or bono or whoever?","over and over and over again, people talk about learning music like it's something that someone else has to give to you, or like it's something that someone else can just make you do. that's just not how it worked for me. sure, there is a lot of language for music, like knowing the note names, even knowing what the common industry names are for chords. but that information is all out there readily available ESPECIALLY now with the internet. the only way any of that information is going to make sense is if you actually try it out. and when you are ready to learn what things are called, i think you will find that the information will be readily available. i will also readily provide that information as well. like for example, if anyone asks me what any note is called, or if anyone says is there a special name for when you play C, Eb, and G at the same time, i will readily and gladly say that's a C minor chord. but if someone asks 'how to use theory to get music to sound good', i will explain again and again and again that the way to do this, and the way to learn how to do it, is by using your own experience, your own mind, your own hands, and your own ears, otherwise you're just not going to get the good stuff. i will keep trying to explain this to people until the apocolypse, maybe even after that."
i feel like the 'ask' button should have a cool color scheme like the randy button. please do it mr. wurtz?,i prefer to keep it simple. please don't call me mr. wurtz.
describe yourself in three words?,doesn't describe self.
bill can i call you bill?,sure.
bill do you hate jews or do you love them?,what i think about a person is not affected by whether or not they are jewish.
do you like making the medium size songs and projects or do you prefer the shorter or longer ones. you're one of my inspirations?,"i'd like to make a wide range of sizes and types of items. this means i have to a lot of catching up in the medium range, because that is the range that i feel i have done the least."
"bill, i have a trick which will get you nice results!! take a background with a pattern, reverse it and put the reversed one on a different layer. change the opacity of the reversed layer to 50% and merge the 2 layers?","i already do that, but i usually prefer to do other things as well, such as change the size, angle, color, and also make them move. and use a slightly different composite algorhythm than simple opacity."
What if you are the main character of the universe?,i think every one is. and it means it's gonna be a great story.
hello what would you say is the difference in tone and your feelings when you say fuck no versus absolutely not thans?,it seems about the same.
why are you always so concerned about how you came to be?,i think i am concerned about it a medium amount of the time. but i respect your opinion.
what do i do if i love the color yellow?,"use it, and seek it out."
"how long did it take you to compose movie star? great song btw, i loved the unorthodox time signature?","the song was written and recorded in 1 week, with the writing probably taking the first 2-3 days. this does not include the chorus, which was written on a vine writing session in december 2015."
alien crickets eh? How did you make that sound? Or what are you trying to accomplish with it? Reminds me of a high organ with the leslie on fast or something?,you might be able to convince me to explain it to you if you are persistant although i don't think i can talk about it here. although 'what was i trying to accomplish' is an easy question. i was trying to make sounds to use in songs.
if oranges are orange why arnt lemons called yellows?,the color orange was named after the orange fruit. the orange fruit was not named after the color.
do you wish you could go back in time sometimes?,sure but that is actually too complicated to even wish for.
woah. music?,i know what you mean.
how many people watched your stuff before history of japan?,maybe about a million.
if not what is your physchology thx x?,i use my mind to learn things and express myself. i'm not sure if that answers your question.
How to like oneself? Thanks?,try to be how you like.
"How often do you answer multiple choice questions on this pagein the proper way (by actually selecting a letter response without giving any explination..the way somebody would when taking a multiple choice test at school)? A)always B)sometimes C)rarely D)never...please select A,B,C, or D?",
why is the random question text in all caps? you say you only use upper case letters when you find them useful. but how is having the random question text in all upper case useful? anyway just a thought :)?,"i think it is normal for buttons to be in caps. such as ON, OFF, VAPOURIZE, etc."
why were there so many snakes in your movie star video?,it's actually all the same snake.
can you please explain what graphics free title graphics are? you keep saying it but I'm not sure i understand what it is?,"it's like you want to make a title for a page, but instead of using any pictures or graphics, you have to just use text. you can use any technique you want, such as different colors, or even rearranging the letters, to make it more interesting while still not using any actual pictures."
"In your video 'history of the entire world, i guess' is the final segment alluding to the influence of the gladio operation,?",i have never heard of that.
are you serious?,oh hell yeah.
why do people always think your songs have super depressing meanings behind them?,depression is trending.
does a personal sense of cynicism play any role in your daily life? your work strikes me as generally pure of that?,"i actually don't really know what cynicism is, but i have heard bad things about it."
Are your instrumentals in the creative commons?,no.
Okay you should automate all this or that and this or that? questions next. Or let one of your programmer fans do it for you?,"it already is. i am adding items to the list over time. but i don't think 'this' or 'that' will be added, because when it is said that way it's not really the same."
why there is a whole section of questions about potatoes?,i think the real question is why do i get so many questions about potatoes.
what do you look like?,i will check.
why is the q green?,.
"speaking of, what is the difference between 4/4 8/8 16/16 2/2 or anything else like that?","those are all mathematically the same (like the bars will look the same on paper) but usually the second number says what kind of note gets the beat. so like, in 4/4, the quarter note is where the beat is. in 2/2 (also nicknamed cut time) the bars look exactly the same, but the half note gets the beat (you tap your foot on the half note intead of the quarter note.) the main difference would really be the tempo -- cut time (2/2) is designed for the bars to basically go twice as fast. and when you see a tempo marking on the top of the page, it will say half note = xxx b.p.m instead of quarter note = xxx b.p.m. so in cut time (2/2) the bars will usually go by twice as fast. what the point of this is exactly, i'm not sure. i think cut time was used much more 100 years ago. perhaps people were too lazy to write 16th notes and preferred to use 8th notes for the fast stuff instead. i'm not sure. 8/8 and 16/16 are really never used. time signatures ending in 8 also don't necessarily follow this rule of what note gets the beat, for example sometimes 7/8 is used when in reality the quarter note should get the beat, and the actual time signature would be 3 and a half/4 but no one says that for insanity reasons. also 6/8 is very very commonly counted as the dotted quarter note getting the beat, in which case the actual time signature would technically be 2/2.66666 which again would be completely insane to see written on the page."
akdjdisjejrhdbdbAKDKFJEJSOSJDBRBRHDHS?,i know what i mean.
what is the best ice cream flavor?,i have not ranked them.
what even is a movie star?,i'm not sure.
why don't we pronounce the word 'password' as 'pas-sword'?,i pronounce it the way i pronounce it because it is the way i have heard everyone else pronounce it. i am not sure why you pronounce it the way you pronounce it.
"Why do you answer an average of 49 questions everyday? (21,956 total)?",.
"I don't feel like I'm popular enough for my friends, how do I stop this?",invent some breakthroughs for the greater good of humanity as a whole.
how do I feel if I didn't get invited to a party?,"i don't know, how do you feel."
"Do you plan on making videos for any of your other new songs? (In californa, etc)?","i really really want to, although it is more likely that my next music video will be for a new song released at the same time as the video."
what do you think of the current governmental system?,seems legit.
do you enjoy living?,oh hell yeah.
can u help me fight the moon?,no.
is social mediaa waste of time?,if you want it to be.
why do your videos feel like I'm on drugs?,perhaps you are.
would you release an album? i'd buy 4 copies. thanks?,"i am selling my songs in many places. some of those places even have it grouped together as albums. you can buy them, unless you are only teasing me, in which case that is not nice."
I refuse to ask a question?,that's ok.
Give me a senior quote and Ill put it in the yearbook?,i hope you are enjoying this year book.
i miss 2014 bill with your weird dumb shit can i have 2014 bill back please?,a lot of people think what i do is still weird and dumb.
under what circumstances do you think cooking an egg would be morally unacceptable?,if the person who laid the egg is deciding what the morals are.
ws4ijuhygt6frgyhujhgfrtghungbvfrtvghujngvtfgybhnjbgvfbhjgvfthjngvfbhjgvfc?,i know what you mean.
"bon jovi and hey hey hey i'm kind of in a weird position where i don't know what what to do in life/don't want to go to college because i'm not really passionate about a SPECIFIC field. i paint, play the piano/cello, write, code, read and do a bunch of other crap but i honestly have no desire to go to art school, music school, or be a tech major etc. i like a lil bit of everything and honestly i'm totally fine working for the man without a degree for the rest of my life. ik how to save money and i'm planning to book it to australia asap and though that's EXTREMELY irrational and dumb i'm really ok being broke (i've been there my whole life). the problem is everybody thinks i'm dumb and batshit crazy for not caring money (what about health insurance? how are you gonna support yourself? you'll regret it) and nobody understands that money. is. paper. and i don't care. i know how to steal, food isn't a problem. i just want to help people and i don' t need m oney to do that. tbh i would fake being religious to go be a missionary in countries damaged by political trauma, natural disasters, etc. what's the point sitting on a fat stack of cash and never helping anybody out that shit is gross. am i wrong for wanting to do that? should i work to something bigger? should i tell people to piss off, or take their advice with a grain of salt? ik you'll either a.) not answer or b.) give a half assed single word/sentence answer but hey, i'm gonna stay optimistic, you seem like a cool dude and gracias if you help a sis out. salut?","it sounds like you are very strong and resilient. money does matter, and the ways people say it does matter are real. but you have also indicated that you are patient, resourceful, hard working, and responsible. it sounds like you are going to be fine. that kind of attitude is exactly what is going to free you up mentally, spiritually, and logistically, to build your life in exactly the way you are meant to. pretty soon everyone will be looking up to you and asking you how you did it."
do you talk in real life like you sing in your video's?,"in normal situations i do not sing to communicate, unless i am recording it to be posted online."
Now is 20:52. I always wanted to see the time difference side by side in the question. Thnaks?,
What is the biggest number?,2.
what is your opinion on fiat currency?,i keep forgetting which one is fiat and which one is not fiat.
There was a question saying are bricks edible and u said no. But your Twitter says otherwisehttps://twitter.com/billwurtz/status/814213939974275072?,it is important to remember that my twitter page often utilizes fiction.
Do you even bro?,it seems like i am doing it constantly.
What is the secret to success?,"do what you think is right ruthlessly and voraciously, forever."
hello please hire me?,ok.
What is your favorite kind of music to write?,"i like it better when you can break the kind finding machine, which might not have ever worked in the first place."
do you like libraries?,they are ok.
zkFLHQLEKJGHQLEKHGKQEJG?,i know what you mean.
are you going to be a movie star?,what the heck is a movie star.
How do i unrudely tell people I don't want to explain what an art thing means and that it should speak for itself?,do not show up to the interrogation in the first place.
is it ok to feel lost?,"yes, that gives you the fun of finding yourself."
will the bill wurtz band tour with you or will it be composed of local players in each new city?,that would be great although the chemistry will be much stronger if it is consistent members.
help im addicted to banjo?,me too.
when will your next video appear into existence?,today.
if the next video is done why isnt it posted?,because i decided not to release it while the majority of the viewing population was asleep.
when will you release your new video?,today.
Music is... A)the best B)the worst C)not too shabby D)none of the above E)all of the above?,"some of the above, at varioius times."
reply t o my email plz?,which one is yours.
"If you were to say EAT!!!!! really loud and deep every time you ate, what would u do?","if i did what you said i would do, then i would do what you said i would do. in reality however, i would not do the thing you said i would do, so therefore i would not do the thing you said i would do. i hope that makes sense."
"Thanks, m8?",
Should I expect a video soon?,yes.
do you know what a blue corn moon is?,it's actually just the regular moon.
If it is the later please explain that method?,i use my voice muscles.
favorite dead meme?,memes.
what does it mean to be happy?,i don't know.
"you answered a question at 7.29.174:32 pm about what kind of scientist you'd be if you were one, by saying that you already are a scientist. what kind of scientist are you? :)?",i just switched kinds.
would you say your capabilities have increased steadily or quickly as compared to similar stretches in your past life?,when.
"Also, is there any improvisation involved in the score/background music (I think you said before you do that part last, but do you fully chart it out before recording it?)?",.
what do all good documentaries have to have?,"they have to be called a 'good documentary' by you, otherwise they would have not found themself into this category in this scenario."
"If life were a video game, what would the Final Boss Fight be? (The 'Bowser' of Life?)?","that would be different depending on the person, just like the final boss of a game is different depending on the game."
is there anything that's not cool?,sure but most of those things are also cool.
if a CRITICAL ERROR in hotewig was discovered (not saying there is one)?,"there is, the video was supposed to be about softball."
do you have a pet goat?,i will check.
do you ever feel like you need a long break from this page?,yes.
what's the point in having favorites if everything is unique and different in their own way?,"perhaps it makes you easier to predict, and manipulate."
How do you feel about passive agressiveness?,the phrase 'passive aggressive' has a negative connotation. people usually say 'passive aggressive' to describe behavior they don't like.
why is read and read spelled the same way?,i don't know.
"Do you have any assistance in your filmmaking/music ro🅿️duction? For example, an assistant editor.Just curious?",no.
How many of your ideas never make it to the production phase? approximate a percentage pls?,"i won't be able to tell if they 'never' make it until forever occurs and they still haven't made it by then. in other words, old ideas get used all the time. there are hundreds of ideas that can be used and will be used in the future. for example, 2 months ago, the song 'movie star' was just a title hook, and had not yet been produced. but 1 month later it was finished and produced. so there are surely ideas now that are unproduced that will be produced in the future. i'm not sure if that answers your question."
why do people need to post their lives on social media?,so that other people can see it.
What is your opinion on something?,it's ok.
Why do you typically solo in super high register notes on your keyboard?,"i typically use the full range of the keyboard, including going much lower than perhaps a leading instrument should go. but i respect your opinion."
am i okay?,yes.
do you think you are entering a new level of Fame?,it's a ramp.
"i just realized the ebb and flow of the questions page means that once you publicly address the nagging, you'll get a billion questions from people telling you to ignore the nagging?",that's true.
