question,answer
u ever make something out of boredom and it turns out to be really dope?,yes.
How do i tell if I'm a robot or not?,check to see if you care.
u unbothered or nah?,"i was already pre-bothered, in advance."
how can a video take a long time to make if time is an illusion?,"i suppose if time is 'an illusion' then the video will take 'an illusion' of a long time. seems legit except you don't really need to say the word illusion each time it's kind of a long word, and takes a long time to say."
Do you like sleeping?,it's ok.
"why is ASK on this page in capitals, but make a request on the anagrams page is in lowercase?",
has this question been asked before?,
bill we miss you?,
is saying ni🅱🅱a racist?,"i suppose, if you want it to be."
how many averages do you calculate per week on average (since the start of 2017)?,maybe .12.
"Is there actually a password to the reality section of your website, and if so are you willing to tell us? (If you are please tell us here)?",
What is my life and how do I see color?,"you should see colors automatically, if you have the physical capability."
Let's elope together?,ok.
Give me tips on how to shave my piano?,
"so I've noticed a consistent problem when I try to record is I try really hard to make everything absolutely perfect, so I never really get anything finished and/or posted. do you have any suggestions on overcoming shit like that so I can get some content out there? thank you for what you do man it's so fun?",
how do you feel about papayas?,i haven't gotten to know them well enough to develop feelings.
When will the new history video be done? You said hopefully by April :(?,how about you frown at me while i keep working on the video.
why is a second a second long?,why wouldn't it be.
why is there an ask button?,that is to tell the computer you are done writing your question.
whoops i just clicked on it?,
any advice on life seeming boring and mundane and repetitive and having no clue what to do?,boring compared to what.
what would you define as you achieving success?,i will let you know when i achieve it.
What do you do when life gives you just one lemon?,"remember it , for all time."
do you ever feel bad that what you do wont really help the world at all? as a web developer i feel pretty useless making 0s turn to 1s and vice versa?,"i am hoping to help the world, but the world is a big place, if you wanna help the whole world you kind of have to work your way up to it."
What's the password https://goo.gl/H1X7BD?,
"if you could post this so the person who asked if it's possible to read every single question here without dying of boredom could see, i remember reading back to like the mid-2016 questions on new years, and i have not died of boredom, so probably?",
how do you ask questions?,
do you like music?,it's ok.
do u purposely not even post certain questions because they're so bad or does it just take a few days to get to a question?,i only answer a small percentage of the questions.
how many days a week do you go outside on average (since the start of 2017)?,7.
knock knock?,come in.
? siht daer ouy nac?,
Can you please not answer this question? (If you do that's okay too)?,i'll see what i can do.
why didn't you answer my friend kaleb's question u bitch?,
whats your fav thing to use for vids n music n stuff?,precise timing.
"What do you think of curse words? Like poop, or perflikasklep?",if you want to do a real curse you are going to need more than words.
am i suicidal?,i don't know.
does a question I asked go up right away on this board?,no.
"or do you need to approve what it is, and then put it up along with the reply?",yes.
it sounds like there is no key change from the chorus to the verse at 1:30-1:40 (same as 0:12-0:22)?,.
"but i know something weird must be going on here because of the super surprising key change at 2:23, putting it back in the same key it was at 0:12?","going from the verse to the chorus they do not use that pivot point, they jump from the G7 (which sounds like it is setting up for Cmin) and immediately go to Bma7 (as b6 of the new Ebmin key)."
is everything alive?,yes.
Why don't you monetize your videos?,
r u alive plis?,
Is there any chance to get I'm crazy/it's raining on Spotify?,
"do you think the editing process we learn in american schools is useful to real life? i.e. outline, rough draft, revise a lot, final draft?",the only way to really learn what works for you is to start doing projects and see how it goes.
What's the best breed of dog?,i have not ranked them.
whoops did i press ask?,i think so.
are you still a piece of garbage bc if u are ur a good piece of garbage?,
"is there any way you can explain the key changes in this song (except the obvious first one at 0:12)? it sounds like there is no key change from the chorus to the verse at 1:30-1:40 (same as 0:12-0:22) but i know something weird must be going on here because of the super surprising key change at 2:23, putting it back in the same key it was at 0:12?",in what song.
if you never went to youtube and just posted everything on your own website forever would you have ever made history of japan?,? of course. why wouldn't i.
how do I get started with building a world?,you have to decide for yourself or else it probably won't be fun.
I think I just asked you a question?,you may be right.
i want to achieve world peace where do i start?,in your mind.
do you ever hesitate to stay up late to work on projects bc the lack of sleep at that point might affect the quality of the project?,"no, the main reason i would hesitate to stay awake is if i'm tired."
help i forgot how to ask a question?,you're doing great.
is it possible to read every single question here without dying of boredom?,you wanna try and see.
"bill, judging from the previous questions, you dont value clarity?","i do, but i respect your opinion."
it must have been strange working on a deadline in december when there was still at leaast 4 months left of work to do after that?,"pretending it was possible gave me a turbo charge in early november. the bad news is it is potentially more work afterwards to pick up the pieces and clean up the mess from the fast/sloppy work, but i still think i came out ahead."
theory: 19:21 is the total length of the video and by saying that's how far you are on the score you mean you've finished that part?,2 seconds left.
"and are now finishing the final bits, and the video will be out monday or tuesday?",i think there is still a lot more work than that.
"you say that meat are your favourite type of balls,?","well no, i wrote that, in a piece of fiction."
how do i breathe?,i'm not sure.
can you give me the link to the anagrams page please?,
any tips on not being afraid of the dark?,spend more time in the dark.
do you think that asking an artist to explain the meaning behind their work is wack?,"well, it seems like artists are trying deeply to explain and express things IN their work, and with their work. so some artists may or may not be thrilled to do additional explaining on top of that."
are you good at some stuff?,yes.
are ghosts real?,i'm not sure.
how is your mental stability?,"nice, very good, etc."
How to make a sandwich?,i'm not sure.
"Can you just post this with no answer, just for fun?Thanks?",
"hey! you say you never watch you videos after they are done... but you had to rewatch at least some of history of japan in order to make annotations, right?",not really i just went straight to the parts to add the things.
"if you don't consider history of japan / hotewig to be comedy,?",i don't think i said that.
did you ever learn to pronounce kościuszko properly?,"i have always pronounced it the way the train lady pronounces it, which is almost identical to the way polish people pronounce it, which i assume is the correct way, because the word is of polish origin. i'm not sure if that answers your question."
MEMES?,
what time are you at the score?,19:21.
why do you always come up with dumb answers i mean like i need help and you're like huh whats a world?,i'm sorry.
y u no answer my time-consuming questions?,
what's it like to work on the video?,nice.
bill im rlly sad and idk what to do anymore?,
how do i not die?,"drink a lot of water, breathe, walk. once you have those things under control, you can spice it up a bit."
where do your pearls of wisdom come from?,the entire world is wisdom. just go for a swim.
"How have you been feeling lately? I felt like asking this question. Some thing from the back of my mind tells me that you've been trying to get it together and find some more motivation. I might be wrong since I overthink often. Here's another question: how do you motivate yourself to get things done? (please describe the whole process; that is if you can, have the time to and want to. I am currently looking to motivate myself to do things by asking people like you and try the answers I get. I would really appreciate it. Other than that, best wishes and may you have a good time, Bill.)?","you might be better off doing a thing that you already have overwhelming motivation to do. it's going to work better, and chances are it will be a better thing for you to do."
would u come with me to a concert on July 13th so I don't have to go alone? it's in London?,i'm typically very uncomfortable at concerts where i'm not on stage.
how cold do you like your water? (to drink)?,just above freezing.
go buy ya mom a house?,i will soon.
why dont you do more of that thing you're good at?,because i am busy doing another thing i am good at.
where am I from?,i'm not sure.
how big is ya bepis?,
"do you feel like there is any greater meaning to each and every person's existence,?",than what.
what would u ask yaself?,if what.
do you like math?,oh hell yeah.
What's the legality of using your music?,i'm not sure. i know i can use it.
What sort of video are you making? C?,an important one.
maybe you could make each sub-question a lighter shade of purple. that's effort though. just my worthless opinion :)?,i think that would add to the problem of people not seeing them as part of the same question. the problem is people tend to think it's a different question. they say 'why does this question have no date.' and if it were a different color also i think they would be even further confused.
has one of these questions ever made you cry?,no.
what is your favorite thing in the world?,the world.
"Hey, so I've been reading music for a while now, and I feel like I can read just about anything given five-ten minutes. But now I feel like that's a hurdle to jump since people in the real world may be like no. Are you crazy? Ten minutes doesn't exist. Play this thing now or not at all so I'm trying excercises where I just flip to a random piece in the real book and play it as accurately and fast as possible. I find myself panicking and stressing myself out doing this though. So how to not panic? Or is panic is necessary to do better?    -Mr. Freak?","start practicing with a metronome. take it as slow as you need so you can actually sight read it. when you run out of tunes, get another book -- try to get one with actual tempo markings so that way you can keep track of what your handicap is, relative to the song's actual tempo, and that way you can very gradually increase the tempo. also a good technique is learning to look ahead. i know that seems crazy but that is really how you get it done."
how do you find anything if your filenameswtrhuafghiwe9hgtw3?,"because i use the file instantly after it is made. with the folder arranged by date, the new file always appears at the top. if it is something that needs to be manually found and accessed later, it will have more human style info in the title, as well as nonsense also, to prevent it from colliding with other files."
"hello I am the signature police police, please tell the signature police guy that there is no rule against people signing their questions. thanks -SPP?",ok i will tell them.
Is the Gospel flat 5 slam a real concept and is it to do with when you move to the IV chord via a flat five? Like in this Chakha Khan recording at ~3:56 https://www.youtube.com/watch?v=mMhulkKXQjY&feature;=youtu.be&t;=3m55sAsking for a friend?,"yep that's the one. and the bass player is right in the shot too, nice."
what is your opinion on robots?,they are nice.
do you like microtones?,i try to use tones of a reasonable size.
"Bill, what spicy memes catch your eye as of late?",
what are your thoughts on the phrase nearly all of the most intelligent minds start out as heretics?,"actually not too sure what a heretic is, so i can't evaluate at this time."
"Zodiacs are weird.  Some people will avoid you because you two don't 'mix' well.  I find that dumb.  What are your thoughts,?",it seems like most people don't really know how to use them.
why did you only say thank you when you won the Shorty Award?,was there something else i was supposed to say.
"do you think different shades of colors would be a good replacement to show capitalization? say, a letter is green, but the first letter is a darker green to symbolize a capital?","no i think size is more easily recognizable, and more widely available across different text environments, and also more accessible to people with color-impaired vision."
are you proud of ur copious achievements?,yes but i am doing more.
what are the most important skills to be a successful youtuber in your opinion?,know how to use the 'upload' button.
"i really, really like music but despise the thought of spending so much time studying and stuff. i have general music theory is that all i need or is there more that i should learn, i already make decent stuff with just improv?","spend time with music. listening to it, playing it, etc etc.  with others, if possible. the more time you spend with music the more you will learn."
or would you prefer for each song to tell its own story?,it would be nice to do both.
what does the delta symbol mean in a chord?,"it means major, but i prefer to use 'ma' or 'maj' instead, because on a dimly lit music stand, a sloppy triangle might accidentally look like a circle (diminished)."
are you academically smart but socially dumb? (or vice versa?)?,i don't know.
whoops i'm on the wrong side of the emotional circle as everyone else.  is this something to worry about if i'm trying to make/release content?,you can worry about it if you want to.
"hi i am the signature poloice again. now that i have successfully stopped lauren from adding signatures, please tell 'mr freak' to stop signing his questions. thanks?",ok i will tell him.
You mentioned you make videos for capitalistic survival?,no i didn't.
what are you exactly doing with the score?i hope i don't sound stupid i really dont know what to think with that?,"if you watch history of japan, you will notice that in addition to the singing parts, there is also music, riffs, sounds, etc. almost the entire time i am speaking. that is the score, and it is catered specifically to fit every moment of the video, for maximum impact. that is my secret for saying such dumb stuff and having it seem cool."
when people ask you like gotcha questions in the real world has this questions page significantly helped in dealing with that or other types of questions too?,oh hell yeah.
what do you sexualy identify as?,a person.
what do you think about identity theft? -Mr. Freak?,seems legit.
what are your favorite memes?,
Do you kill another version of yourself in a different timeline every time you make a choice?,no.
do you like pizza?,
There are indie artists that just don't care about music theory and other conventions at all and just write down what sounds good to them atm. Are you one of them?,"i always do what sounds good, i feel that is a good strategy for music. i am also fully literate with notation, chords, and much more, on a professional level. i'm not sure if that answers your question."
what do i do when how infinite the universe is starts being kinda scary?,start taking bytes.
am i asleep?,probably not at the time you asked this.
"hey bill, can you please post this? i have some advice for some of your fans who can't wait to see you new video and feel like they need to see more content: >he has a website full of amazing awesome stuff, i'm on it a few hours every day so there is really enough content for you to watch until the new video comes out.< okay that's it thank you bye :)?",
are u sleeping?,no.
"I'm personally completely indifferent to when it's released as it's not my video, but it seems you probably know the date by now?",i do not.
are you asleep?,i was when you asked this question.
apples or oranges?,
AHHHHHHHHHHHHHHH?,
is time running out?,i'm not sure.
DO YOU FEEL MORALLY CONFLICTED (no context deal w/ it)?,it is always an enjoyable and fruitful conflict.
how do i get more focused and less easily distracted?,"understand the exact steps of the process, and the direct exact path to the next step. also you need to have an honest discussion about what the project means to you first, but assuming you have already done that, think steps baby."
Do any ueqstions ever make you angry?,"very rarely, almost, but then it is important to remember that every question presents an opportunity to learn and grow."
what do I do if my music theory teacher stopped showing up to class?,then you can stop showing up as well.
what do you think is outside of the universe?,the universe doesn't have sides.
how to gain more self confidence?,be a better person. or maybe just realize that you already were.
Any tips for room cleaning?,"forget the room, i say clean the entire world."
Where is your anagrams page?,i can't tell you.
who would win in a fight?,whoever is stronger in the paradigm at hand.
what are your favorite seven words?,whichever ones can explain what i mean.
why aren't lemons called yellows?,why would they be.
is herb pronounced with or without an h sound?,it depends how high you are.
y u no do any more vids kthxbai?,
do you think the video would be out faster if people asked less questions?,no.
will you do more short videos i kinda like them more than history of japan?,i will do videos and songs of many different sizes and types.
why aren't carrots a fruit?,because they do not conform to fruitular regulations.
"my input on multiple question format, the second part of the question should probably be as far to the right as the first part was, as displaced by the yellow date bit. so probably a good idea is to write the date again but invisible?",i've tried that. people say why is there no date next to this question. they think it's a separate question.
i want to write a song with different time signatures in but whenever I try it just sounds like two different songs spliced together in a messy ungood way please help?,"different time signatures are kind of like a toaster repair kit. it is great and useful for fixing toasters! but if you don't have a broken toaster, you will have a very hard time figuring out what to do with a toaster repair kit."
Does the weather sometimes make you upset?,no.
how do i inspire myself to do creative art-type things when i always give up like 5 minutes in when i see what is shaping up to be Overall Poor In Quality and end up with severe anxiety and self-loathing and need to stop immediately?,
Are oranges named oranges because oranges are orange?,no.
"Do you play any sort of video games? and if so, what games do you enjoy playing? (as in genre)?",
alright give us a release date for the new video?,
how to life?,
"Ever since I watched your shaving my piano video, I've always wondered if it was a necessary procedure one has to do to keep a piano in good shape. Do I need to regularly shave my piano, or is your piano a special hairy kind?P.S.: I have not shaved my piano yet so i hope i don't have to?",
"is it musically possible to modulate the vocals but not the backing track and have it sound ok, or will it always sound dissonant?","if you want to raise the vocals but not the rest of the music, you would have to do it note by note. each note would move a different amount. you could just do it harmonically using mostly maj/min thirds and also 4ths, or better yet re-imagine the line entirely. but i'm not sure i understand the situation you are doing this for."
will there be at least one (1) music note  in the new video?,hahahahahahahahahaha i will check.
"How often do you sleep, if ever?",it seems like i do it every day.
"Also, what is your opinion on the universe?",it is ok.
Is the hotewig video even real?,yes.
why does the question page have a ueqstions title on top of this askbox?,
my friends are watching a movie that makes me feel uncomfortable but I dont wanna ask them to stop what should i do?,run away and make a better movie.
4.2.17  11:36 pm   What's the door behind the longer videos door?     it is written on the doorwith all due respect i don't see anything written on the purple door http://www.billwurtz.com/reality/201602021938.mp4?,look closer.
what's your favourite language?,
why do so many people think you are not making the video when you are clearly making the video? :/?,i don't know.
why do you car test your songs?,to see if it's good.
and what is your car test protocol?,whether or not it's good.
do you like films?,they are ok.
if you know exactly what you need to finish the video whats stopping you from just doing it?,nothing. i am doing it.
When did time start?,maybe 13.8 billion years ago.
do u think people should strive to be themselves or strive to be who they want themselves to be?,"strive to merge the 2, and find common ground."
"I am going insane, and I keep procrastinating. How do I stop? -Jaz?",
"can you talk a little bit about your stance on advertisements, specifically, why you're against having them on your work?",because they severely breach the sovereignty of the viewing experience. it is sort of like being punched in the face while you are trying to sleep. it is tolerable and sometimes enjoyable but not always preferable.
Have you ever learned anything from questions from your fans?,oh hell yeah.
Why don't you link your Bandcamp on your site like you do vine and stuff?-Mr. Freak?,because it is not updated.
why is the stop sign your favorite piece of literature?-Mr. Freak?,"it is not. i am just looking for more creative ways to answer these favorites questions that have no answer, after having already answered them in 1000 other ways including with no answer. i hope that makes sense."
"if finishing in the next week is almost plausible, would finishing in the next two weeks be more than plausible or certain?",mostly reasonable.
Why did you wanna marry Michelle obama?-Mr. Freak?,when.
what's with the photograph you took of yourself on the back of april flowers?-Mr. Freak?,"i did not take the photo, but i respect your opinion."
do you believe in god?,
when will the next history video come out?,
will you make a sequel to monday reasons i didn't do a monday video for the last 11 mondays called monday reasons i didn't do a monday video for the last 41 mondays?,"i might do a similar video but it would not be a sequel to 11 reasons. if anything, it would be more like a sequel to whatever the last monday video was, just like all the monday videos were sequels to the previous."
what's the difference between flammable and inflammable?,"the flammability, i'd say."
Why don't you have any pictures of yourself up online?,i do.
"(I'm not complaining, just curious because no fan has any clue what you're actually like :/)?","i think you mixed that up, it is the non-fans who don't know, and the fans who do know. i have a website filled with gigabytes of media, reflecting some of my deepest ideas and thoughts, in hundreds of different ways. not to mention i have answered about 13,000 questions. i think most of the fans know me extremely well, especially considering i spend 100% of my time creating the content that goes on the site(s). i hope that makes sense."
"i'm sad, please make me unsad?",i am trying.
what do you think is the greatest prank of all time ever?,"the big bang, i guess."
How do I not give up?,continue on.
"have you ever thought of doing an AMA (Ask Me Anything) on reddit? People like Barack Obama, Rick Astley etc have done them?",
will you make a another history of blank?,
Come to Brazil please?,
should i kill myself in a private setting or like hang myself in the middle of a shopping mall for all to see?,no.
can you be my wife?,i will try.
did you get pranked today?,"i was already pre-pranked, in advance."
would you rather own a two cans or a toucan?,2 cans.
after this living human gig what do you want to do next?,it seems to be impossible to know what the other possibilities are while living in this one.
are you still a piece of gaaarbbageee?,
What do you upload these things to the world for? The world loves to *understand* things. seriously though?,
Do you think you will upload the video before April 4th?,that almost seems plausible.
Who determines what is possible?,no one. everything is already possible. it is our job to figure out how.
What is your favorite rectangle ratio?,0:0.
why are you like this?,why would i not be.
