question,answer
did you expect your video to get as popular as it did?,i knew it was plausible but you can never be sure of these things.
how does this work?,people write something and then i have to figure out something to write in response.
how many Mega Huge Realizations have you had in your life?,at least 12 or 13.
do you believe in aliens?,
how is i can't tell you going?,awesome.
why you always play imaginary drums?,"because playing real drums is extremely loud, which i can't do where i live."
How do you manage to keep up with all of these questions? -From Mark Petk?,skip a lot.
i've noticed a good number of videos?,2.
Do you still answer questions btw i would be so happy if you answered -From Mark Petk?,yes.
Should i worry about if she likes me back or not?,you have to just be who you wanna be! and let her worry about whether she likes you.
is the history of entire world I guess is the answer for all the people who keep asking for more history video? Is this mean there will be no longer history videos in future? :( plz answer?,"the japan one was like a test run, or warm up, before attempting the world one. i'm not sure if that answers your question."
i have this question that I've been preparing for a long time but I don't think I'm ready to take the next step?,ok.
what should i draw?,
Is cereal a soup?,
if you ever had a new name what would it be?,
how do you feel about entropy?,i'm not sure but i've heard it's bad.
why do people keep asking dumb questions about  capital letters when you very clearly use capital letters on a fairly regular basis?,"because they are thoughtful, and inquisitive."
Why did you misspell thank you?,
Are you going to go back to your goofy songs or stick to the long ass short films like your last one?,how about something in between.
Is it D# or e flat? just curious?,is what D# or Eb.
how many things have you learned?,maybe 100.
why don't you answer questions which ask why?,why what.
how do I deal with fake friends?,leave them alone.
Have a great day :D?,
do you have a problem with punctuation?,no.
do you ever get one of your own songs in your head?,"yes, mainly while i'm working on it."
How long did it take to make your latest video?,
Where do you edit ur vids?,
what is your opinion ? ;)?,
why didn't you answer me?,
I think people are super frustrated about you not monetizing your content because if they were in your place they would've most definitely. Maybe you should make your patreon more accessible than other other categories?,maybe i put it exactly where i want it.
how long did your last video take to make?,
is love evil?,i doubt it.
"why dont you upload vid more frequently? it's so funny,thank you,dude. :)?",i am making them as fast as i can.
can you explain what your scramble page is? i don't understand what you are doing with the phrases?,anagrams. it's when you rearrange the letters.
let's go sailing in the bermuda triangle?,"ah, that sounds wonderful."
Can an artificial intelligence be considered a person?,"when it gets good enough to be considered a person, it would no longer be called artificial."
have you ever regretted answering something?,yes.
"Would you leave Earth given the chance, or is Earth too cool?","maybe if there was another inhabitable planet, with similar amenities, breathable air, etc."
is the time next to a question on the questions page the time the question was asked or the time you answered the question?,
"do you separate your personal life (friends, relationships, fun) from your work?",they are the same.
why wont u answer any of my questions buttface?,
What time is it when you answer this question?,5:08 pm.
is this a good question?,
is there even an answer to this question?,yes.
What do you have against capitalizing stuff?,nothing.
"Did you not earn anything from the history of entire world, because it didn't have any ads?","i don't earn anything in that way, but i earn from it in other ways."
did you notice that most people here are now asking questions in lower case because you rarely use uppercase?,people have always used capitals and lowercase in their questions.
"of course, you could continue doing videos you wanna do?","yes, but much slower."
i would hypotethically pay you thousands of dollars per video?,
Are you really aware of everything you're doing?,yes.
"how do you remember if you've answered a question similar to the one asked, for you to link the question to the page with other similar questions?",
chicken or egg?,
"if no, what kind of copyright do you have for your stuff if you thought about that?",.
what are some good things made of wood?,trees.
how do i know if i truly love somebody?,you just have to guess.
is the earth flat?,it depends how you look at it.
"have you figured out what people mean when they ask _____ or ______? yet? if not, i wish you the best of luck?",.
"it is very helpful for me to discuss these kinds of things at length with somebody who thinks on the same wavelength as me, but has their own point of view?",that sounds wonderful.
do u get hype about stuff?,oh hell yeah.
Get well soon friend?,i already am well.
why are the hyperlinks green? green is not a creative colour?,i thought it was a reasonably good fit with the other colors on this page.
do you ever sleep?,
why am i here?,where.
why do you make videos?,
is a question really a question if there's no question mark?,
how to get more friends?,
what are you gonna do now after history of the entire world? i guess?,
What is your favorite meme ever?,
is time an illusion?,"if it is, then everything is an illusion, in which case we should probably have a simpler word than illusion for what everything is, perhaps not even use a word at all."
"to the person who requested you make a favicon: there are browser extensions that let you choose a favicon for any page (and can include any/all pages on that domain), just google search for your browser + favicon changer or tab edit and you should find one. so that way they can choose any favicon they wanted to, even for the entire site. and it might help them out if there are other sites they visit without a favicon?","ah, nice."
would you ever come to australia? also why didnt you include much of australia in hotewig??? also i love u?,
"For your next music video, will you make it comedic or rather serious? because i love your music style, and i wonder if you'll ever make a serious song?",i'm not sure i know how to make the distinction.
is the moon made of cheese?,i don't think so.
why is :0000000 on the hotewig.html page? i hope you know what i mean?,that was the first question reacting to the release of the video.
WHATS YOUR FAVORITE IDEA mine is to think creatively?,"ah, that's a great idea."
If you could any sort of cutlery what would you be? (I'd be a spoon)?,
what should i paint?,
vacationing in the center of the earth isn't on expert mode.Plz fix?,.
I think I've finally found a cluster you hadn't used. AMaj7add4omit5/G# . (G# C# D A)?,"you may be right, although i probably came really close to using something like that somewhere around either broke again or sike."
how do i have more ideas?,everything is an idea.
did you get your youtube plaques yet?,no.
how many cubic centimeters are in a cubic meter?,a million.
Why do you always comment: oh hell yeah. Just wondering :p?,i don't. i only say that to things i strongly agree with.
did u title hotewig just because of its shortened name?,"hotewig is just an abbreviation for history of the entire world, i guess. i haven't really used it anywhere, except for file names."
"why do we call it the moon, when there's more moons?",because that was the first one we knew about. and also the only one we have at our planet (i think).
"If I forget the question mark, does it still count?",
did you ever decide to go on an adventure somewhere all alone?,.
and if so do you have any advice? asking for a friend?,"do the adventure, unless you don't think you want to."
what if everything was spiders?,i think everything is spiders.
what's your favorite table?,time.
"do you ever feel insecure about how you appear and come across to others, and if so how do you deal with that?",it's kind of like a water slide. just try to keep moving forward.
"why did you have to make the history of the world video? (thank you tho, i love it and it was great and fantastic and thank you)?",it seemed like a good idea at the time.
can you make your next song 1 minute and 42 seconds? thanks?,i will see what i can do.
Do you not like answering silly questions?,"no, i don't not."
do you sometimes like to think of yourself not as a person but as a conduit through which the universe can do Kool Tricks?,oh hell yeah.
Do you answer questions?,oh hell yeah.
"thank you for not using ads. i don't get why people give you shit for not using ads. the same people probably complain when they get ads on tv and shit so what's the big deal with no ads. but thank you for no ads, if i were to see one more goddamn amazon or some shit pop up ad id probably throw my phone out of a window?",i know what you mean.
"bill, is there any place where people can talk with you more in depth not just these short snippets of short questions. thanks-b. hoggs?",
is life an adventure?,oh hell yeah.
how do i type?,so far you are doing great.
am i a bad person?,i doubt it.
shit i think i made a typo;what're you work on right now?,i can't tell you.
what're working on now?,i can't tell you.
Im sad bc i've asked 15 questioms and you have yet to answer one of them.  Can you make me happy and answer this? :-(?,
is it selfish to enjoy one's own content?,you are supposed to make it how you would enjoy it.
do you have any questions?,oh hell yeah.
How long did it take u to finish history of Japan?,
Will you start making shorter videos? I feel bad for you?,i would like to focus on projects of a medium size.
Thoughts on mathematics?,it seems to add up.
How long is your dick?,
"it's good that you have this questions page, mainly because it feels really private compared to social media?",i agree.
Thank u 4 your time?,
Is it really a question if I don't put a question mark?,
How long did history of the world take?,
"so bill, how is the feeling of seeing the fruit of this massive harvest you just toiled on for many months?","nice, very good. also strange in some ways, but reasonable."
can anything be an adventure?,oh hell yeah.
"you said that's how every it gets, so i have to ask you how every it is out of 10. for simplicity, please keep it to under 25 decimal places thanksbye?","in the context where that was said, there are no limits."
i admire the simplicity of your website and i appreciate not being bombarded with ads?,"oh hell yeah, be my friend before someone gets mad at me for wanting to befriend someone who doesn't like ads."
did you give the fine bros permission to use hotewig in their video?,no.
has anyone ever guessed the password right in the reality section or is it a mystery still?,
what's a wormhole?,it's like when a worm travels from one place to an entirely different place in the universe.
"which is better, a bird or a slightly larger bird?",it depends what size bird you are looking for.
"from a scale of absolutely not to oh hell yeah, are you gonna upload a 3-5 minute video?",oh hell yeah.
what is the purpose of the q's adventure?,"a lot of times titles and logos can be more adventurous than just plain text, usually by using pictures and graphics. but i have chosen to use only text and no images for the pages on this site. so i found other fun ways to make the titles adventurous, without using images."
Did you know :Ancient romans thought that strawberries could cure bad breath?wow?,"i'm sure that is true, but it is probably not as good as some of the modern cures we have now."
"hope this makes sense, but does the questions page only get crazier as time passes? or is it a bit reasonable in between uploads, like during the months between uploading alphabet shuffle and hotewig?","uploads usually gives it a boost, or sometimes it gets boosts for other mysterious reasons that i'm not aware of. but over all the questions level has steadily increased, even during the entire time during the making of the last video, which took a long time."
"how long does it take you to make videos like history of the world, i guess?","that one took much longer than any other video i've made. the only other video i have made which is similar was history of japan, but history of the world was much more intense and complicated to make for almost every reason."
are u a bimbo?,i'm not sure exactly what a bimbo is.
what gives you satisfaction?,"presenting my thoughts and feelings to others, in various ways."
is it up to you to do your content as you please?,yes.
does acience make babies?,"no, it just tries to figure out how the babies are made."
im glad you are a part of the no capital letters team thank you?,i do use capital letters.
do you answer every question you get or not please respond because i am sad?,
Bill why are you not on social media often ??it hurts me  m u c h?,"sometimes i focus on audio/video content instead, which is in some ways more valualbe than text and pictures. although i have tried to a lot of both so far, and i will continue to do a lot of both, in the future. i also spend a huge amount of time answering questions which may or may not be a good idea considering the amount of content i still have to make."
am i oblidged to ask you about cactus?,no.
the person giving you the award was not a direct object in the sentence. ok thanks?,"i disagree, but i respect your opinion."
how did people know about the name hotewig before your video post?,i'm not sure.
when do you think the world will end?,
when will my question get answered?,now.
what's the highest note you can't sing?,maybe like B or C above middle C. maybe higher but i don't really use anything above there.
what does it mean when you highlight some questions green and don't answer them?-s?,"i have answerd them. if you click on it you can see all the different versions of the question, and hopefully an answer if i have one."
"why can't people appreciate the present instead of complaining about how today's era of music/fashion/life sucks, and about how the everything was apparently better in the past?","there are many reasons, but i think one of the main reasons is that the unmemorable parts of the present have not faded yet, whereas the unmemorable parts of the past have faded, leaving only the most memorable parts."
whats your favorite pokemon?,
are you depressed?,
why are you so weird?,i'm just trying to be reasonsble.
are u still answering questions?,yes.
what do u look like?,
what's it like being me?,i don't know.
Love your stuff btw <3?,
It's been about 24 hours?,since what.
Do you like to use grammar properly or to express how you talk?,i try to use it in a way that best communicates my thoughts and/or feelings.
"Hi Bill!! :D In your video history of the entire world, i guess did you make all or many of the sound effects?!?! They are really funny and amazing!!! o:?",yes.
what's your favorite thing?,i like the unique qualities of each one.
if you were a squirrel what kind of squirrel do you think you'd be. like a bushy forest one or like a mountain one or?,
how many qustions do you anwesr ina day?,you wanna check.
have you ever been to New York?It's nice.You should come here.-s?,it is my home.
what if music was illegal?,i think in some places it is.
how much is too much?,anything more than the correct amount.
"How long did it take to make history of the entire world, i guess?",
how come HoTEWIG is all in caps but o isnt? i know it's 'of' but it feels like discrimination?,"that's just the way you decided to write it, i guess."
"Hey dude, any tips for preparing for a test? -Zach?","try to figure out what the questions are going to be. wait nevermind, try to figure out what the answers are going to be."
whens the last time you contemplated your life?,i'm doing it right now.
can you be a teacher?,i will leave it up to others to decide if i have taught them something.
Could I know more about you?,sure.
how many of hours sleep do you get per night?,
make the umbrella your favicon?,
please give me an advice on improving piano technique?,"spend more time at the piano! enjoying it, finding new ways to enjoy it. if it is not enjoyable then i would not recommend doing it."
whats your mbti personality?,
bill wurtz you are the very coolest. what made you this way?,
do you like memes. if so then what's your favorite meme? mind is fres shavado (fresh avacado)?,
how to buy an invisible drum set?,i don't think they exist.
he bill where do you get all of your sound effects and music (also i'm guessing you use sony vegas?)?,
what do you have against capital letters?,nothing.
do you pronounce GIF with a hard G or a soft G?,usually neither.
why did you leave out the history of plaid in your video you monster?,the reason i didn't mention everything in that video is because the video was not long enough to mention everything.
What happened to your really old videos? Like the ones from the 70s?,i did not make any videos in the 70s.
have u ever wondered why the caps lock key don't work on the numbers or other punctuation marks/?,yes but i figured it out.
When will you finish making HOTEWIG?,"may 10, 2017."
What is a thing?,i'm not sure.
is the universe my friend or not?,it is you.
How long from now will the English language separate into officially different languages due to the variation in accent. ie.) Scottish v. Southern Bumpkin in the US?,it surely already has. although it depends which office you consult.
Do you have dank memes?,
I am always getting rejected and feel like a failure. How do I not feel like this?,"succeed on your own, so you can reject them back."
are you gonna write in notebook?,i don't write there directly. i only write things elsewhere and then choose which things to upload.
is there a reason you dislike ads?,
"can you make a 'making of' video for your history videos, then a 'making of' of that video afterward?",that seems like it could get out of control.
why don't you put ads on your videos?,
when will time stop?,"when' means time, so n."
do you think you will do a hardware upgrade or software upgrade first. or would it be better to do both at the same time?,sametime.
can I ask a ueqstion that doesnt involve HoTEWIG in it?,oh hell yeah.
can i donate my organs towards making your money?,i don't think that's a good idea.
Does anyone care about Canada in history?,"i do, and likely others as well."
i know i'm late for the responses but boi good luck on avoiding and answering the 'WHERE TF IS CANADA/NEW ZEALAND IN HOTEWIG' questions?,i wonder if they realize how many other places and things were left out also.
"here's a cool prank: by reading this sentence, u have just consented to being bill wurtz forever?","i am already in a binding contract to do that, which i interestingly don't remember consenting to."
do you ever even?,"oh hell yeah, i am doing it right now."
if i ask a question that doesn't get answered should i feel bad?,"no. i have to skip most of the questions, there are way too many to answer."
"wait, history of japan on came out in 2016? i was sure it came out 5 years ago. i've been telling people it came out five years ago. when did you post it. bill what happened?","i worked on it from nov 2015 through feb 2016, and it was posted on feb 2, 2016."
do you potato?,
will you collaborate?,
what do you look like?,i'm not sure.
do you ever get out of body experiences after staring into your own eyes in a mirror for too long? because it happens to me all the time?,i try not to do that. although i understand that it causes strange things to happen.
do you like rain?,oh hell yeah.
aaaaaa?,
why do you use letters so much? you do know there's a numpad on your keyboard for a reason silly?,it's important to remember that you asked this question using all letters and no numbers.
Are you smart?,i'm not sure.
where did the word hello come from?,let me.
"Come to Brazil, you can stay in my house in the capital of Rio Grande do Sul and we can hang out?",
how long did it take to make the history of the world?,
how did you decide the parts of the score that you wanted to be similar between hotewig and hoj? for instance the synth at 4:30 when farming was invented is like the same exact melody as the flute from 0:29 crazy rice farms. also the sunrise land jingle at 9:21. i'm sure there must be others?,"besides the sunrise bit, nothing was deliberately repeated. but since every moment is custom scored, there are naturally going to be certain simple melodic patterns that show up multiple times. there's only so many choices.  for example the 345 melody (ex. efg) surely occurs all over the place. also i should mention i have almost no memory of history of japan because i haven't seen it since feb 2, 2016."
wanna hear a joke?,sure.
Seeing the projects you manage to finish and seeing that you do not even try to make money from them?,"that's not true, i do try to make money from them, in ways that i find reasonable."
what is your favorite movie of this year please answer?,i have spent the entire year making my own instead.
how do you properly drink seltzer?,you have to just start trying different ways until you find a way that works for you.
now that you finished the hotewig will you make another long video or another short videoif it is along vido=epo whats it called?,how about something of a more medium size.
"are you currently working on any project, song or not?",oh hell yeah.
shoplifting isn't stealing if you pay for it?,then it also isn't shoplifting.
How are you so funny?,
why does the text in homework help have inner stroke and not outer stroke?,i don't know what that means.
Pls update the reality page?,i will do it as soon as i can.
"i mean like are you actually 100% positive that it is indeed not mandatory to deliver a question to you each and every single time I visit this website? cuz seriously, first off there's this button with HUGE capital letters?",it's not that big.
"literally screaming 'ASK',?",it is not screaming depending on what type of drugs you are on.
what are ur thoughts about humans being humans?,most things are what they are. no thought required.
Did you have a trauma from childhood associated with ads?,no.
have you considered being a male model?,no.
is it sand because its between land and sea?,
What's your favorite color in the alphabet?,
why dont make more videos?,i am making as many as i can.
Do you have a favorite musical scale? I enjoy Bb Phrygian?,i just use whatever notes i need.
Did you use all of your youtube time from alphabet shuffle to finishing history of the world i guess only used for history of the world i guess or were you working on other videos while making that?,"i started history of the entire world on june 16, which is about 9 days before alphabet shuffle came out. alphabet shuffle was already done, and i wanted to get a head start on the history video. and i was working on history of the world the entire time from june 16, 2016 to may 10, 2017."
why you didn't answer about mbti type questions..?Is it too privacy or you just have no idea what is it and don't care about it? and no I didn't accept normal as the answer. lol?,the trouble with mbti is it depends how you answer the questions.
What is a song?,i guess you never know until you hear it.
Do you ever sleep? The time stamp on these questions says no. 5.15.17 1:03am?,
have you looked at history of japan recently to see how it compares to your new video?,"no, except very briefly just to confirm that the master audio was generally the same volume / eq / etc."
what fonts do you use in videos?,
"There's no reverb on your sung parts (that I can hear),?",yes there is.
but it is slightly present on your spoken lines?,no it's not.
"(not a criticism, just an observation.) Do you record your sung parts in padded isolation and your spoken parts in, like, your room? Or am I just not able to hear the slight room verb on the sung parts because it's buried? (Again, not critiquing. Your stuff's sound quality is better than it ever was.)?","ah, you might be hearing the room noise. my room is not perfect. but on singing vocals i almost always add just a touch of reverb. usually more, except lately i have been in a less-reverb mood."
what are you working on now?,i can't tell you.
can history videos come out more frequently? (the japan one helped me pass my test thanks)?,only if i make them much shorter. i hope that makes sense.
how do you get done everything you get done?,i just do it. i know that sounds like an unexpected approach. to be honest i wasn't even expecting that to work.
how can i pay you?,
why do you spend so little time talking about europe in your latest video?,the reason i didn't mention everything in that video is because the video was not long enough to mention everything.
do you approve of homosexuality?,"yes, but it's not my job to approve or disapprove of it."
YOU SHOULD USE CAPITAL LETTERS?,you should maybe notice when i do.
how does it feel to finally prove to people that you can use capital letters?,"i don't remember, i've been using capital letters my entire life."
do you think that language is evolving?,oh hell yeah.
will there be additional annotations on TEHOTWIG like HOJ?,i don't think youtube allows those anymore.
Help help my printer isn't printing .gif's properly what do I do?,"try to draw them, i guess."
do you like oatmeal?,it's ok.
can you please answer me lol?,
what day of the scale of 1-10 is it?,"where i live, the days are counted on scales of 7, 30, 31, 28, 29, or 365. not 10."
"did Vine change the way you made videos and thought of videos, or were extremely short, looping videos the types of videos you were already making? like, did the fact that they looped kind of change the way you thought of all videos, giving you new ideas for videos on other formats? sorry if i'm not being clear, here?","i was already making short videos before then, because i was trying to do 4 videos per week in order to jump start the video making, and as a result they all had to be short, so then when i found out about vine i figured it would be a good place for them because you can enjoy them better if they repeat. but after i was on vine, then i got the idea of making ones that seamlessly loop musically. unfortunately those ones actually don't really work as well without looping, so now that vine is gone i would like to find another place to put them, where they loop. i am considering putting vine versions on the site, looped."
why are we here?,why is who where.
how do you feel about science?,it's ok.
"if you invented a new color, what would you name it?",it depends on what it looks like.
pentagon or hexagon?,
Do you consider yourself a funny person?,
Can you link this question to the recording of you saying the sun is a deadly lazer?,
Will you make more vlogs? I liked the few that you did. :P?,
that big button kinda scares me so I rather do?,
"You seem to only type in lowercase,?","yes, and also capitals."
It's quite mysterious?,i disagree.
Do you partake in the dank memes?,
what's ur favorite joke?,
how do i toast bread if my toaster cannot toast the bread?,you could start a fire.
whats your fourth favorite color?,whichever one seems to work well with the previous 3.
Tell me the history of the universe in 1 sentence?,let's see what happens when stuff happens.
"Most people perceive your lyrics as completely random,?",are you sure.
what is a foolproof way to overcome crippling social anxiety?,
you should use capital letters?,PERHAPS YOU SHOULD.
can u make more harmonizing videos?,"oh hell yeah. it is a fun exercise, although mostly useless and probably not too enjoyable for most people, besides songwriting geeks."
holy shit over 50k questionsyoure so determined and i admire you for that?,"it doesn't take any determination to receive questions. only to answer them. i think someone calculated the total i have answered, about a week ago on this page. it is much fewer than 50,000."
What's your favorite letter?,
do u like money?,it's ok.
why are you doing this?,doing what.
"I'm Pregnant, it's yours?","it is not, but i respect you opinion."
are trees people?,not exactly.
How do you open a pickle jar?,i'm not sure.
hi there bill! would you be willing to add i'm crazy / it's raining to your spotify? i'd be stoked and listen to it every day?,
spell ICUP?,you already did.
why did u leave [country/event of special personal interest to asker] out of hotewig??? why didn't u make 80% of the video about [country/event of personal interest to asker]?,ah great question the answer is because i am stupid.
"Can you post more content pls, I will over my first born?","i will continue working on content constantly, without stopping, every day, for a long time, just as i have been doing for the last several years. i'm not sure if that answers your question."
would you ever implement something regarding a message sent to the question submitter via email or the like to notify the asker that their question was answered?,"i think that would require that i ask for email addresses, and i made the decision long ago that this will not be that kind of site."
hey bill are you glad of the universe?,oh hell yeah.
What is a chicken?,i'm not sure.
Can you make a history of Canada since you ignored it in your history of world episode?,i left out a lot more than canada.
how do you feel about australia?,good.
what thing did you want to do at some point but learned that it is very hard/unrealistic?,be normal.
whats 1 + 2 = ? This is important i have math homework i need to finish?,3.
hey are you stupid?,i will check.
I am a person?,me too.
How do I music?,.
Yet you wrote 'Thabk You'?,
"If you're going to repost yoour Instagram images on this site, will you also upload your Vines that aren't currently on the videos or expert page (hi vine, thing carrying a thing, etc.)?","i'm probably going to make a vine page on my site, and post all the vines there in a similar style as the other pages on the site. and make the videos loop, which will be good news for the ones that were written as loops (letterman, hate self, etc etc etc)."
why do you like songs?,i don't know.
how are babies made?,they are usually built by 2 other babies.
What is 4+4?,8.
What is your gender?,
is proper capitalization important or nah?,it depends how proper you want the person reading to think you are.
how long did it take you to make the hotwig? it's awesome thank you for that?,
i feel bad that i cant?,
will you answer this question be honest?,
so uh what's next after HOTEWIG?,
do u want 2 suicide?,i don't think i have time.
do u have crippling depression?,
why did u spell questionmh wrong?,
Are you autistic?,i've never been tested.
When did you last ajsnsndjowkwbsb?,i think i am doing it now.
have you ever wanted to tell someone you love them but didn't know how?,oh hell yeah.
do you feel like people take your work for granted when they ask for more long videos as if you could upload them on a regular basis?,"ah, yes."
but how tf did you even manage?,"i have promoted myself, to manager."
will the new songs come with videos?,i have flip flopped like crazy on this. there are huge reasons for yes and no. currently leaning toward no.
is oh hell yeah your standard response to things you agree with?,"no, only for things i strongly agree with."
what part of hotewig took the most research/time to tl;dr down for us plebs? (whether that was learning about it or deciding to keep it in or out of the script). thanks again for condensing 11 months into 20 minutes?,"i'm not sure, but over the summer is when the research/writing happened. from about 2000bc to 1500ad i was going in 500 year blocks. i would just learn everything i could for every region, and write it all down, and then i had to basically just bang my head into a wall trying to get it to fit together. like a puzzle, and it had to make sense and it had to be interesting and it had to also be short. oh and after 2 months writing i reached the end but it was 20min45sec and still not 'good' enough, so during phase 2 (planning out the video) i actually ended up doing a lot of re-writes mainly in the second half, to basically make everything even simpler and shorter. it was a real nightmare to condense all that down. i was pretty much hallucinating all the hateful you left this out comments, in advance. but there was nothing i could do, i had to move forward."
do you ever use capital letters?,"yes, do you."
I'm dissapointed by the lack of ueqstions?,i'm sorry.
did you frequently lose your mind while making hotewig?,oh hell yeah.
doyoueverjustwishyouhadsomemorefuckingtIME?,oh hell yeah.
"hey bill. after working on something for so long it must be weird to be done with it, right? how have the last few days been, emotionally and shit?","extremely nice, i am getting down to business on something i have been working toward for many, many years."
Would you like to have a pet? And if you wouldnt have to take care of it? And if it would take care of you? And if noone would care about care? ☆?,
what are your coping techniques?,understanding.
What's the password to everything?,you.
What's the password? To my diary?,i don't know.
Does this question thing actually work?,yes.
Are you secretly a sock?,no.
did you record the ngeh... ngeh.. ngeh sound of the fish trying to go on land on the first try?,"i probably did maybe 5 to 7, and then took the best 3, and then spaced them out to the exact timing i established in the temp-demo when i wrote it."
do you ever just faceplant into your keyboard out of frustration?,oh.
It was really impressive how nicely that globe moved around?,thnaks.
what questions do you answer?,"there is a list of all the questions i have answered,."
are you a fraud?,no.
"When are you making more of those monday videos, albums, songs, and music videos?Also, can you do the documentary about how climate works? (if optional) (because I have a climate test coming soon.)?","i'm going to try to do as many things as possible, as soon as possible. i'm not sure if that answers your question."
what does john travolta mean?,that's the name of a famous actor. it might mean other things too i'm not sure.
why japan?,
"do you plan on doing any other non-song projects? not like massive history of videos, just like lil 5 minute things or whatever?",oh hell yeah.
do you ever justnearwngiuehgneurshk?,oh hell yeah.
do you answer everyone's questions?,
i think the rule for how many songs there should be is as many as humanely possible :)?,"ah, i agree."
are you answering all the questions?,
",wuretieiiefouwirerteiiwtwuterrqwritwiyruieuwwqwewqwtwyowriiqeiwetwwwriwaweaeariqtowwyuariweewriayiwuiwteayeqyuqyeauwasiqyeyoqwwwiueyiqietuquwywqeeswawuweiuwwatetreeqtewuequiuwqraweuiqrrertwwaiqtesuetoqritewowetwqrewtewieasywtrwwwuruueuiui?",
hi bill whats your favorite cloud?,i like the unique qualities of each one.
what key is most of your songs in?,most of my songs are in different keys.
"some people are claiming that youve made jokes about rape in the latest video, with stuff like the race for africa thing; what are your thoughts?","that's not really a joke, they pretty much really did that, and it's really called the scramble for africa."
are you overwhelmed by the overwhelming response to hotewig? or were you ready for this?,"the response to history of japan was similar last year, so this year i have decided to hide under a rock. it's nice."
have you ever written a capital letter?,yes.
"although i know you understand the seriousness, why use rape in such a joking context/manner and with the knowledge that theres absolutely so many youtube edgy folk that went HAH RAPED along the unfortunately popular current usage of 'rape' as in defeating somebody or doing better than them. this tone isnt meant to be accusatory i just would like to know where you stand on this, i love your humor and the effort you put into your vids but i personally couldnt watch this last one after the first mention?","in the case of the scramble for africa, i was trying to explain it in the quickest and most efficient manner possible, and if you read up on the scramble for africa, i think you might find that that is a reasonably accurate one-word description of what happened. in the case of the rape of nanking, that is what the event is commonly known as, the 'rape of nanking.' i should also mention that i was heavily criticised last year because the rape of nanking was not mentioned the history of japan video. so i decided i should mention it in this video. i hope that makes sense. also i can't control what happens in youtube comments, unless i disable comments."
do you think you'll ever do a tour or some vid on type thing because I want to give you a high five?,
What made you want to start making videos?,
"whats your favorite kind of sword,?","i'm not familiar with swords, and i don't normally use them."
what is a computer?,"it's kind of like a prototype person, built by a person."
did you know you were posting history of the world right before the ap world history test? (I watched it on the way to test and took it as a sign from the gods)?,"people started to tell me about those tests in april, assuming that it would be done by then, and i assumed it would be too. then as it got closer, i almost started to get stressed in a weird way, and then i got sort of upset about being stressed because test-prep is so not the reason i do what i do. if i did that, i would just get on camera and say a bunch of facts, not spend almost a year making the craziest thing i possibly can. so as the video was approaching completion on the week of the test, i was a bit torn because i didn't want to feel like i was racing to finish it for the test. and yet i didn't want to release it the day after the test either. it was very confusing and strange. the test was a very strange thing to think about, and it was very important to remember that that is not the reason i did it."
"how much history did you have to learn to make a history of the entire world, i guess?",probably about 5 times as much as is in the video.
why do you use this font?,i don't use any font. the font you are seeing here is the font your browser chooses to use when there is no font assigned.
how do you do stuff with things?,i try to just get some things and do the stuff. if that doesn't work try doing it sideways.
Why don't you have ads on your videos? I mean for the longer ones. You deserve the extra revenue for all your hard work on your HOTWIG video?,"revenue is good, but renting my audience to advertisers is a sacrifice i am not interested in making. it kind of defeats the whole point of what i'm doing."
How come you don't have ads on the vid? U couldmake so much money?,"the money would be lucrative, but renting my audience to advertisers is a sacrifice i am not interested in making. it kind of defeats the whole point of what i'm doing."
do you ever see a question that you really want to skip but you don't and answer it anyway?,oh hell yeah.
would it have been better to be a dog or a rock?,no.
what happened to canada on the video or whatever?,it's kind of like when you try to juggle 500 balls but you can't juggle them all. that's what happened to it.
why did u originally decide on a history of japan video so specifically and not any other country?,
will you be using your graphics tablet more in future videos?,oh hell yeah.
"your new songs will be like two different meat cooking styles: medium, and well done?",they will be more styles than that.
"if u read this that means u can read, you are able to understand, and you have eye(s) which are able to identify pixels on ur monitor, oki?",i see what you mean.
why r ur videos well made but ur website straight outta 2003?,i have tried to make it in a way that i think is good. i'm not sure if that answers your question.
Why don't you capitalize proper nouns?,it seems to me there is no exactly fair way to determine the propriety of nouns.
you misspelled uruguaywait that's not a question?,"sorry about that, i actually thought it was uraguay."
are problems you have today rooted in your childhood?,sure. although i think i found a way to make the best of most of them.
We have identical humor and I find you attractive. How can we get to know each other more? ;)?,"option 1 is i post this and tell you to email me. then you and many other people email me. and if i don't have time to respond to all of them, they will post angry comments on here. option 2 is to not post this and i never hear from you."
"do you prefer to be called a musician, a youtuber, or both?","musician. i prefer not to label people based on what sites they may have used. you could call me other things too, but musician is accurate for sure."
how do i get a job in advertising after applying over 700+ times?,"i think you will have much better success if you apply to 700 jobs, instead of applying 700 times to 1 job."
are you working on a song now?,oh hell yeah.
why does 'car' show up often in your songs? like 9 different times?,"i think you will find that it has been showing up a lot in popular music in general for at least the past 50 years. it is just a fun easy word to say, and a fun mode of transportation. too bad the fuel makes such a mess."
"at 5.11.17  5:12 am, does that mean that you wont make 19 second videos or 8.2834729304 second videos ever again?","i need to catch up on medium lengths projects first, until i no longer feel like they have been hopelessly neglected."
"hi bill, i really respect your work. keep on keepin' on. question: do you think public transportation has a big impact on society outside of trains and airlines? love you. ser?na?","yes, particularly busses."
how do I unbake a cake?,"that's a great question, i'm not sure."
you didn't even mention Nepal :(?,i'm sorry.
"Did you expect people to tell you all the stuff you forgot about,?",oh hell yeah.
how do i know what i like?,i guess you'll just have to guess.
