question,answer
IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY  IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY IM NOT CRAZY?,why not.
01011001 01101111 01110101 00100000 01100011 01100001 01101110 00100000 01110010 01100101 01100001 01100100 00100000 01100010 01101001 01101110 01100001 01110010 01111001 00101110?,well not exactly.
what is your opinion on psychology?,i just hope there is someone studying the psychologists.
what temperature is your room usually set at?,i don't have proper instrumentation to set my room to a specific temperature.
Who answers your questions?,i usually have to answer them myself.
does it irritate you when people out a word in a question?,"no, but sometimes it might prevent me from understanding the question, in which case i would not be able to provide an answer, which might be irritating for the person who asked the question."
?desrever txet siht ees uoy naC?,yes.
whats your opinion on phony rappers?,"they are amiable, and trust worthy."
What's the meaning of life bill?,
do you have a hard time focusing like for example adhd like for example?,"there are infinite things in the world, and it is not possible to focus on all of them. my strategy is to focus on some of them."
What is the function of a Rubber Duck?,to help you analyze your code and help you find the mistakes.
"Hey, The friend is me guy here.  I never really thought about it in those terms, as far as which thing terrifies me less.  Thinking back, I would definitely say that doing shorter things is much less terrifying, and also I can actually DO it in the first place.  Longer things sap energy directly out of my soul when I try to do them, and that makes me wonder if I'm doing it wrong.The problem I'm currently having is that while I can make as many short things as I want, they all contain extremely personal info and I do not feel comfortable showing them to most people.  I've tried to transition to something that doesn't feel as awkward to share, but I'm afraid that along the way it will all fall apart and I will be buried by the resultant avalanche of crippling self-doubt.  My inability to get all this to click together is driving me insane.  How do I avoid going insane in this way?  (sorry for this super-long question btw)?","these sound like the thoughts of someone who knows they are supposed to make it. the great news is, you will probably not be able to focus on anything else until you make it. you will spend every day trying to find ways to get this together. there is no escaping the fact that you are going to get it together. just remember that any way is the right way. you should see some of the dumb things i tried when i first started. oh wait, you can because i posted them all online."
"What is the origin of The Lord God, His Almighty Majesty and Curator of the Heavens and All That Is Right And Good on Our Wonderful Home Dwelling and Sacred Abide, the Planet Which We Live On which has Begat Life As Well As All Sorts of Other Wonderful Things Which Are Good And Beautiful?","that was a bunch of corny text that i came up with, to put in the climactic scene of a 3-part video series which ultimately started with a pineapple."
is doing the things you procrastinated tbe most first a good step to being a better person?,not that i know of.
is it ok if i copy you?,is it ok if i copy you.
Did you ever sample someone else's song?,no.
Are you ok with me using your instrumentals in my own YouTube videos? (and crediting you)?,"i think it is better when the music is custom written to fit the video. if you want generic background music, i think my music would be the wrong choice."
日本語がわかりますか？?,no.
Do you think the seventh interval conveys the inevitable sort of? A sort of hopelessness and gratefulness at the same time that no matter what is being sung is being asserted that this thing regardless of words will perpetually be this thing(this thing being whatever vague or specific thing is being sung)?,maj7 yes. if you mean min7 then no i don't know what you're talking about.
How does this page make you feel?,ok.
do you get that good adsense$$$$$$$?,no.
how can we get friends for all the lonely people?,they can be each others' friends.
"sorry this is a long/multipart question. i think it's a little silly and maybe a deliberate misdirect to say you don't care about 'politics' or aren't 'political' in some sense,?",i think politics is a weird word and i am not sure what it is really supposed to mean.
"it's part of why i personally enjoy a lot of your work so much. i can understand wanting to let your work speak for itself,?",i think that is generally a good strategy.
What's this site for I just found it?,
Do you like sports or just some it's ok if you only like the cool ones?,
why would I ask a question?,if you wanted me to answer it.
r u working on a video right now?,yes.
and will it be longer?,than what.
do you like blankets?,they are useful.
how can I cope with the fact thAt all I want to do in life is make music and write songs but it seems like everyone I talk to about this brings me down and ups the dosage of Crippling Self Doubtª?,"a secret of writing songs is no one knows exactly how to do it. you just have to have fun and try things. as soon as you write something and save it, title it, and date it, you have already begun the legendary journey. then enjoy the ride, as your boring colleagues start to fear you more and more."
".taht rof lasraeher on yllautriv dah I .syug ,pu ti parW .ydobyreve ,net ekaT .thgir llA !rebmun noitcudorp a gnirud noisiced efil rojam a gnikam ton m'I ?ereh pots ew naO .enoyreve ,yrros m'I .yrros m'I .ti dloH .dnoces a rof pots tsuj s'teL .ti dloH ?eM - !eeb gniknihT - .dneirf ym ,eeb gnikniht trats ot tog evah uoY .eciffo taht fo tuo teg ot gniyd saw I ,em dna uoy neewteB .si eruS - .ylf ot yad lufituaeB - .og lla ti teL - !?dne eramthgin siht lliw nehW - .ynneK ,og ti teL !efil ym gnivil si eeb tahT !yrraB ,uoy knahT .ylf ot emit s'tI !skcoj ,elbmarcs ,thgir llA ?txen s'ohw pleh I naO .yrraB ,revasefil a er'uoY .em ot ti evael tsuJ .einnaV ,melborp oN .erehwyna meht teg t'nac I dna ,redro pilut eguh siht tog tsuj I ,yrraB !noonretfa taerg a evaH .esacfeirb a saw dedeen I llA .etisarap gnikcus-doolb a ydaerla saw I ?oot reywal a s'eH .etal m'I yrroS .uoy pleh lliw etaicossa otiuqsom yM ?em esucxe uoy dluoW ?tnemom a tog uoy evaH .yrros m'I ,yrraB .aedi on dah I !taem fo eceip a ekil leef tsuj I semitemoS !lekcin a ees t'nod I dnA .em lla s'ti ,eseehc ,maerc ,kliM .eseht tegrof t'noD .devorppa-eeb si tI ?taht htiw yenoh emos ekil uoy dluoW ?txen s'ohw pleh I naO !noonretfa taerg a evaH .egnahc ruoy s'ereH !thginot etal gnikrow eb ll'ew gnileef a tog I .emit eht s'won ,llac a ekam ot sdeen ydobyna fI !kcab era seeb ehT !moM .yrraB ruo s'tahT .haey ,hO .seveels eht era od attog I llA .tif tcefrep a s'ti dnA !kcoJ nelloP a m'I !haeY .siht denrae ev'uoY .ereH .yrraB ,no dloH .niahcyeK tpecxE !em wollof nehT !niahcyeK !seeb er'eW ?sniahcyek yrotsiH larutaN fo muesuM tsujro ,seeb eb ot gniog ew erA ?yas uoy od tahW !tnemom ruo si siht ,seiceps a sa evivrus annog er'ew fI .siht ekil sserd dna srewolf etanillop ,yenoh ekam ohw seno ylno eht er'eW .ecnahc tsal ruo si siht snaem tahT .htraE no erehwyna elbaliava srewolf tsal eht morf nellop tsal eht htiw derevoc si yawnur sihT !enoyreve ,netsiL .tey enod ton er'ew tuB - .uoy knahT - !suineg saw tahT !rewolf e ht was I  esruoc fO ?erehW ?rewolf tnaig tahW ?rewolf tnaig eht ees uoy diD !dekrow ti ,yrraB .thgiR - !evif-hgih oN .seY - !ylf ot woh em thguat uoY !ti did ew ,yrraB .ydaerla ,no emoO !namow ,ni ti porD !ni ti pord woN !retnec eht rof miA .ti fo trap a eB .ti pord tsuJ !esrever lluF .ti llemS .diarfa eb t'noD .ereht ni eson ruoy teG ?nrettap ekil-tcesni na ni gniylf enalp siht si ro ,oohcak-ook-ook I mA .ylf ot woh wonk I yaw ylno eht s'sihT - !yrraB ,enasni si sihT - .ti dnuora etatoR .pu liaT .nwod esoN .drawrof lluP !seeb fo snoillim fo edam rewolf gnitaslup tnaig eht naem I .trihs derewolf a ni yug taf a s'tahT !rewolf eht ta gnimia m'I - .rewolf tahT - ?eno hcihW - !eno rehto ehT !rewolf taht toN - !dnuora ti nipS !esrever lluF ?ydaeR !rewolf taht no dnaL .ti s'tahT .won ,ysaE .dooG .dooG !evitamriffA ?syob ,ydaeR .rewop eeb no ni gniog er'eW .senigne eht tuO .KO - .rewolf eht rof mia ,assenaV - !eeb gniknihT !eeb gniknihT !eeb gniknihT !taht no sthgil emos teG - ?camrat eht n o si dlr ow eht ni tahW - !eeb gniknihT !eeb gniknihT !eeb gniknihT .nwod eson eht gnirB .tcnitsni dlo-raey-noillim-72 a ekiL .em gnillup ,gnorts s'tI .wonk t'nod I - ?tahW - .gnihtemos gnileef m'I kniht I .etunim a tiaW !eeb gniknihT !eeb gniknihT !eeb gniknihT .eeb gniknihT - .eeb gniknihT - .yrraB ,eeb kniht ot tog uoY .no emoO .yduolc lla s'tI .gnihton ,oN ?uoy naO .gnihtyna ees t'nac I ?erehW .potkcalb eht no nac nit siht pord s'tel ,thgir llA .olleH - .wolley dna kcalB - .wollef a dniheb teg od yehT !skcoJ nelloP ehT ?ereht ni noisacco yppah a rof srewolf yna tog ,nosneB ?olleH .wonk t'nod I ?gniylf enalp eht si woH .nrut ym s'ti ,no emoO ?yhW - !ti dloH - !ti fo tuo pans uoY - !ti fo tuo pans uoY - !ti fo tuo pans uoY - !ti fo tuo pans uoY - !ti fo tuo pans uoY - !ti fo tuo pans uoY - .ti fo tuo pans uoY .ti fo tuo pans uoY !ti fo tuo pans ot evah uoY .rehtegot flesruoy llup ,assenaV !siht od t'nac I !gnikcinap m'I .enot a ton s'tI !eciov ruoy ni enot ykcinap taht htiw etartne cnoc ot drah yrev s'tI .elbuort fo tol a ni er'eW !gnilley ton m'I .lley ot evah t'noD !enalp eht fo sgniw eht htiw em ypoc uoy ,od d'I tahw od I fi si ecnahc ylno ruO !tuo evoM !tuo ti evoM !wollef siht dniheb teg s'tel ,uoy fo llA .enalp a ylf tonnac I tuo snrut ti oS !ton er'ew won dnA - .em gnipleh neeb evah yam tahT - .emit elohw eht tolipotua no erew ew kniht I ,tiaW !?deneppah tahw ,yrraB !peeb-peeB !peeb-peeB .drah os t'nsi sihT .revoh tegroF - ?revoH - .revoh ,nwod ,thgir ,tfeL !olleH - !wolley dna kcalB - .wollef a dniheb teg eW .O-lleJ fo edam ton er'eW !yaw eeb eht s'tahT .rehtegot gnikrow ot kcab seeb teg ot tnaw I yhw s'tahT .enoyreve ot ,su oT .dezilaer ew naht eroM .ecnereffid gib a sekam ti ,llew ti od uoy fI .boj llams a tuoba uoy llet em tel tuB .sboj llams fo tol a gniod seeb fo tol a sekat yenoh gnikaM .uoy ot yretsym a eb yam krow ew yaw ehT .evil gniog er'eW - .yb dnatS - .ti toG - !ria eht no siht teG - .esnes on ekam ssam ydob dna sgniw eht fo aera ecafrus ehT ?se mit noillim a siht draeh ew t'nevaH ...llams oot era sgniw riehT .lla ta ylf ot elba eb t'ndluohs eeb a ,yllacinhceT ?epoh ylno ruoy eh t'nsi tuB .egamad hguone enod ev'yehT .serdapmoc tnuocca-on sih dna nosneB .rM htiw railimaf etiuq m'I .enalp taht no eeb a s'erehT .etunim a tsuJ .ecneirepxe thgilf on yletulosba htiw slortnoc eht ta slaudividni owt dna aera eht ni mrots a evah eW !?srewolF .werc thgilf detaticapacni na dna srewolf ,elpoep htiw dedaol ,enalp a dnal ot gnitpmetta si... !yrraB s'tahT ...yrotciv lagel sih morf hserf ,nosneB yrraB .gnipoleved si enecs lufesnepsus a erehw ,tropriA KFJ morf swen gnikaerb-etal emos evah eW .elbmuB boB si sihT .gninthgil emos otni dedaeh er'eW !yrraB ,tiaW ?eb ti dluoc drah woH .seY - ?tolip a atlovarT nhoJ t'nsI ?ton yhW - .enalp a ylf t'nac I .senigne eguh ,sgniw tnaig tog s'tI .eeb latem gib a naht erom gnihton si siht ,assenaV .taerg ,hO !?lairt yenoh eht morF .nosneB yrraB - ?taht s'ohW - .si ereht ,tcaf fo rettam a sA ?ecneir epxe thg ilf evah draobno enoyna seoD .doog toN .tolipoc eht si os dna ,suoicsnocnu s'eH ?tolip eht s'erehW .kroY weN morf tsirolf a m'I .emoolB assenaV si sihT ?sutats ruoy s'tahW .653 thgilF ,rewot lortnoc KFJ si sihT !enalp eht gniylf s'eno oN !oN - ?ekoj eeb rehtona taht sI - !suoicsnocnu htob er'yeht ,taob a ni s'eno ,dlab s'enO .dedolpxe tfar efil a ,eepuot a ,retsuBtsuD a saw erehT ?ereh deneppah tahW !yrruh esaelp dnA ?tipkcoc eht ot troper esaelp B42 ni emoolB assenaV ssiM a dluoW .niatpac ruoy si sihT .sregnessap ,noonretfa dooG .yrraB ,hO .evom t'noD ?yenrotta na s'ohW - !yenrotta na m'I !etunim a tiaW - ?gniod uoy era tahW ...seiceps eritne yM !tuo kaerf t'noD !eeB .gnihtoN - ?laH ,yas uoy d'tahW - .noitautis laer a ni m'I ,niatpaO .remmirt riah rae dna eson elbatalfni gniklat eht redro ot ekil d'I ?enizagam llaM ykS eht htiw pleh teg I naO .luferac eB .meht ot klat dna ereht pu teg attog I .ti ekam reven ll'yehT .retaw on htiw srewolf tuc era eseht ,yrraB .yaled sruoh el puoc a e cneirepxe ll'ew ekil skool tI .kroY weN ni rehtaew dab fo tib a evah eW .ttocS niatpaO si siht ,sregnessap ,noitnettA .krow ot tog s'tI .krow annog si siht kniht I !boj eht od ot nellop hguone tsuj evah eW ?era ew ykcul woh eveileb uoy naO .boj eht od ot nellop hguone tsuj evah ll'ew ,ykcul er'ew fi nehT .thgilf ruoy yojnE .nuf emos gnivah tsuJ .wonk I .em fo trap s'tI - .regnits ruoy evomeR - ?seohs ruoy evomer uoy dluoW ?emit eritne eht noissessop ruoy ni neeb ti saH .seY - ?taolf ruoy kcap tcesni ruoy dna uoY - .ytiruceS !potS .su gnippots on s'ereht ,tropria eht ta ecnO .noicipsus gnisuora tuohtiw... ...ciffart htiw ni dnelb si od ew lla nehT !?gniod uoy era tahw ,yeH .od ll'ybab siht tahw ees s'teL !ocsaif a si edarap elohw sihT !taht od uoY .lahsram eht gnitteg m'I - .traehteews ,elat yriaf siht ni toN - .sesserttam eht rednu seog tI ?aep ehT - .aep eht m'I eveileb I - ?uoy era tahW - ?tis I dluohs erehW - .ti tog I ,seY !aep eht eb dluoc uoy dna ,ssecnirp eht eb dluoc  I ?aeP eht dna ssecnirP ehT tuoba woH .taolf thgir eht kcip tsuj ew ,edisni ecnO .tfig a saw tI .uoy knahT .hcoorb eciN .ma'am ,yrroS .laer s'tI .ssenisub larolf laiciffO .DTF ,emoolB assenaV .aedi na evah I .thgit eb lliw ytiruceS .ydnac nottoc dna staolf ,srewolf tub gnihton tog ev'yehT .ainrofilaO ,anedasaP ,sesoR fo tnemanruoT !noitan eht ssorcA - !noitanillopeR - .srewolF - !nelloP - .kraP - .seeB - .tog ev'ew tahw htiw ereh kcab tog ev'yeht tahw teg si od attog ew llA .krap siht ni dub rewolf dna tnalp ,eeb yreve wonk I .nellop eht evah sesor eht ,sesor eht evah yeht ,thgir llA !ti raeh ot tnaw t'nod I .denibmoc saedi suoiverp ym naht retaerg s'ti dna ,aedi rehtona evah I tuB .gniledomer erew uoy ebyam thguoht I .nwod desolc yletelpmoc s'ti ,yllautcA .esrow ti edam ev'I .pohs rewolf eht htiw uoy pleh ot detnaw I .tenalp eht deniur ev'I .si fo dnik ti ,seY .tluaf ym lla ,retsasid latot a si sihT .ekatsim eguh a edam I ,KO !yrraB ?nwod wols uoy dluoO ?nwod wols ot mih ksa uoy d luoO .to n ebyaM .edarap tsal eht si siht yhw s'tahT .wonk I !nellop ,seeb ,srewolF .era yeht ,seY - !srewolf era sesoR - ?yrraB !?sesoR !assenaV !sesoR ?sesoR .sesoR .etunim a tiaW .strops od t'nac sesoR .sesoR fo tnemanruoT .rehtien eM .wonk I .siht ekil tuo nrut ot ti tnaem reven I .yrros m'I yas annaw tsuj I ,assenaV .ti ees ot evah reve ll'I ecnahc tsal eht s'tI .gniyd era srewolf eht lla esuaceb dnekeew siht ot ti devom ev'yehT .anedasaP ni edarap sesoR fo tnemanruoT lanif eht oT ?gniog uoy era erehW ?gnivael uoy era yhW ?assenaV ?assenaV .klat dna htuom ym nepo ot dah I .gniog teg attog I tub ,yrros ...yrraB ,netsiL .thgir ,thgiR .eciwt uoy sllik tsujtahT - .em no pets uoy ,uoy gnits ll'I - ?ti od ew od woH ?tcap edicius a tuoba woH .tluaf ym yltrap osla si siht wonk I ?ti t'ndluoc ,ereh htuos og tsuj lla dluoc ti ,noitanillop erom on s'ereht fi oS ?seiceps namuh ehT ...esruoc fo ,neht dnA .modgnik lamina eritne eht stceffa taht ,ecudorp yawa ekaT .ereht thgir tset TAS elohw r uo s'tah T .seeb deen lla yeht ,selba?",
whats the illuminatis theme song?,usually the most popular one.
how do you convince yourself to stop working on your project and go to sleep?,i usually work until i am too tired to work.
I dropped my phone in the toilet yesterday what should I do?,make some calls.
How's life bill?,
how many leaves are on the trees?,i am still counting them whoops there's more.
do you value the importance of a positive attitude in all situations?,"i say cut out the middle man. instead of valuing the importance of a positive attitude, how about simply valuing a positive attitude. or perhaps cut out another middle man and just have a positive attitude without worrying about if you value it."
how to chord progressions?,"hint: the word 'progression' doesn't mean anything, it is there to throw you off. 'chord progression' just means 'chords.' also don't forget, you might only need 1 chord. you might only need 2. you might need a chord for every single note in the damn song. every situation is different, use your imagination and be reasonable, and remember that the point of the song is not the chords, the point of the song is usually the words, characters, and pictures. i hope that makes sense."
what's your favorite m e m e?,
Can i a s k you something?,
Cam you answer this question at exactly 12:00? Thanks?,i did not read it until 12:19am.
Do you like it when you meet a happy person?,"it is not always easy to tell whether a person is actually happy, unless you already know them very well."
you should put ur website on your youtube. so even more people can kno about everything and share it and talk about what good uve done for the world?,"i don't think you can put another website on youtube, besides youtube. but you can put a link to another website on youtube, which i already have done."
Can you make more documentaries the Japan one was funny?,
What should you do if you ever meet a serial killer in a dark alley?,try to determine whether you are on their 'list' and ultimately negotiate a scenario in which you are not on the list.
do you like physics?,oh hell yeah.
how do you feel about erasers?,fine.
how is your fun?,good.
"To quote the song you posted on YouTube on August 10, 2015, you said i don't wanna be afraid of dangerous politicians which implies you care about polotics. What  is your opinon in polotics and would you like to come to my next Thanksgoving and dicus? alzo i realy like the song previously mentioned up there in this?","it is important to remember that that was a re-post, due to a spelling error. the video was originally posted on 5.13.14. the audio version of the song was recorded and posted on 2.19.14, on the website. the instruments were recorded in late 2013. the last 8 bars were written in jan 2013, but the majority of the song was written in 2010. that being said, i do not have any opinions about politics and i celebrate thanksgiving by working harder than normal because there are fewer distractions. i hope that answers your question."
how do you convince people?,pretend you are not convincing them.
what is your favorite song?,
what kind of person are you?,"there are infinite kinds, and everyone is a combination of the different kinds. i am also a combination of the different kinds. i hope that makes sense."
would you ever make love to a duck?,i am waiting for the right duck.
What is ATP in body cells generally used for?A) OsmosisB) Facilitated diffusionC) Active transportD) Production of other organelles?,C.
Do you ever get tired of eating curtains?,no.
OH EM GEE WHERE IS NEW VIDEO!?!?!/!?!?!??!?!? >:(((((((((?,
how do you turn on a computer because i can't turn on the computer i'm using?,did you try turning it off and then on again.
Where are my keys? :(?,i'm not sure.
what are your thoughts on persimmons?,it is secretly a berry.
are you currently working on more content?,yes.
i would love to see another video like History of Japan :D?,me too.
When are you planning to upload a new history of video?? My dad and I love the History of Japan video?,
"I am writing to complain about a factual inaccuracy in one of your videos. Plastic is not really special, nor is it especially good-tasting. Could you revise facts about plastic to account for these facts?Yours,?",that video is fiction.
Is showing off your slight of hand tricks off the table these days?,"off the table, on the table, sometimes under the table. some times it might look like something is going through the table, but it is not."
Why did you spell 'vapourize' like an English?,"for extra thrill, and intrigue."
follow me on instagram?,ok.
what's the deal with airline food?,
can chickens be eagles if they try hard enough?,no.
are u alive :(?,
LETS BE BEST BUDDIES AND HAVE A GOOD TIME HA HA HA HA HA HA HA?,ok.
would you live (if you could)?,oh hell yeah.
"bill, why is the ask button in all uppercase? doesn't seem your style?","i think it is normal for buttons to be in caps. such as ON, OFF, VAPOURIZE, etc."
what made you want to learn slight of hand tricks?,it seemed like the right thing to do at the time.
what do you think about questions?,i'd say they are pretty cool.
should i walk to the mall when it's -12 degrees celsius (10 degrees farenheit) outside where i live?,"it depends on how far away it is, what kind of physical shape you are in, how many hats and gloves you have, what you need at the mall, whether you have music to listen to, and many other factors."
how do you breathe? i forgot how to?,i'm not sure.
Tell something inspirational:?,"anyone can be inspired by anything. it is not my job to decide who is inspireed by which thing. all i can do is say what i think makes sense at the time. or for a thrill, something that doesn't make sense."
why is two plus two equals 5?,maybe because there is a secret 1 hidden somewhere.
do you like to Listen to certain music because i know you make the music but do you listen to it or any music?,i listen to as much music as possible.
What does 'weird' mean and why is everything weird?,weird means different from another thing.
why are you  anti-ads on your content? I'd happily watch some ads if meant you'd get some more money for your work?,
what is your opinion on the russian annexation of ukraine?,it is one of their hobbies.
when's your bedtime?,"16 hours after i wake up, or 8 hours before i wake up."
Should I replace my door's loose doorknob?,maybe just tighten it.
"one more thing,?",
WHAT TYPE KEYBOARD DO YOU?,qwerty.
i love your content and notes. Where do you get Your ideas from. clever friend?,
are you going to tell us on here when the video will be coming out in the next day or two? (assuming a relevant question is asked)?,within the next few weeks i will probably get a clearer picture of when. it is getting closer but i am not quite in the home stretch yet.
is there a good way to get things right?,oh hell yeah.
how many layers of irony are you on?,
please tell lauren to stop signing her questions with ~Lauren?,ok i will tell her.
on a scale from 1 to 10 1 being old and 10 being new how new is this year?,about 9.8.
can i answer this question?    yes?,
if you wanted to tell us something would you just tell us or wait for a question asking about the thing?,"there are various pages and sites where i may post announcements, if i have an announcement. but on this page, i sort of have a rule that i only post things in reponse to things that are submitted through the questions box."
"when you said you're gonna do 'some other things' after this video is done, does that mean you might go beyond creating just songs and videos?",oh hell yeah.
do you think purchasing electricty from other countries is a better choice than local generation of electricity?,it depends on the price.
did you  sit right at the back at the shorty awards?,yes.
are you getting tired of your current computer?,yes but i am not sure if they make computers any more.
will you be my pen pal?,i will try.
do you have a pen pal?,no.
what do u do when the Existence hits u nd u realize your responsibilities?,hit back.
Please answer this question?,
Will I ever be successful?,i think so.
do you answer our questions while taking breaks from editing the video?,yes. i think that's better than trying to do it at the same time.
"would you ever, for no reason, use a french word during an english conversation? like say that oiseau is flying really high?",sure. although not that one in particulaire.
can you ever be truly sure if something answers someones question?,yes.
will you blow some brains with the new video?,it is designed to blow the brains.
can u host my extravaganza?,if i host yours then who is going to host mine.
"lol new phone, who dis?","sorry you got the wrong number, i did not text you."
is it next year yet?,no.
what is it?,whatever thing you are currently talking about.
do you remember all of the facts from the history of japan video?,no.
how do you come up with the things you make videos about?,
will you ever try to make another 'history of --' video or was that a one-time-guacamole?,i have been working on one for the last 202 days. i am not sure if that answers your question.
"IS there any way you could please explain how your mind works? I am trying to understand how you think and its very intriguing, I like to consider myself unorthodox in speaking but you transcend even my way of thinking?",i'm just trying to be reasonable.
what was it like before you were born?,what was what like.
?like more look do to want go even use to decided as even far been really anyone haS?,
how much research did you do for making that history of japan video? or was that all background knowledge?,i already knew japan was in asia. but the rest of the details i had to research during the project.
What will you do when you get more famous and have too many questions that you can't answer them all?,i have never answered all the questions.
what is your opinion on the swiss peasant war of 1653? please answer my kids are starving?,the peasants threw a hissy fit and got their taxes lowered. nice.
How do I hide the ocean?,"gradually fill it with plastic, over the course of a few centuries."
making a new documentary?\?,oh hell yeah.
where do you live just for science reasons?,
i think you left your oven on?,i think i have never used it. but i respect your opinion.
have you ever tried to converse with another animal of a different species to yourself?,no.
can you link us to all the questions you've answered with sorry for the confusion?,
"For the question how many times have you answered a question as oh hell yeah?: at most 47 but I'm pretty sure that it's 46. (Sorry that this is not a question, just trying to help someone out)?",
Will you consider marrying into royalty?,yes.
do history of malaysia?,
Do you write everything in lower case because it's funnier? Like it seems lazy with a I don't really care mentality and that's why it's funny?,i'm just trying to be reasonable.
Is it halloween right now?,i'm not sure.
Do you have the freedom to be free? ~Roran?,yes.
have you ever touched anything a logically unnecessary number of times for the sake of clinical superstition?,...................no.
Whats your low score?,0.
i dont see one posted anywhere?,it's on the.
i want to die?,you will probably get a chance to.
can you right a song about me?,i will try.
have you ever suffered from OCD?,.
what is a paradox?,a non-paradox.
are you tired?,no.
Have you received bread in the mail?,no.
does the new video feature features?,oh hell yeah.
whats ur high score?,.3.
Can you write me a story?,"when i write stories, they are for everyone."
Does the new video feature feces?,i don't think so but i honestly can't remember.
why do birds fly?,"for business, and pleasure."
have you ever literally thrown something away?,yes.
will i ever be free from my own rampant fury?,i think so.
why isn't alphabet shuffle on the videos page?,
"Do you get tired of answering questions? If you do, I have an answer to why you get questions. It's because you're awesome! :D?",
so how come you're cool?,
"hi bill wurst. how are you. i am worried about college. How do I not be worried about college?love, a high school senior?","don't worry about college, they are doing fine. they make a lot of money."
hi bill. sorry I'm on the phone right now and can't talk so I'll send you a question later?,ok.
Any opinion on modern music?,it typically has a relatively recent release date.
Which videogames do you play? (Sorry if it has been asked before)?,
how long is the video so far?,"the length was finalized several weeks ago, at 19 minutes."
how long will the new video be?,
"is there a song you have made that you feel is particularly representative of your style? like, if you had to say this is generally what i do with just one video, which would it be? history of japan is too much of an outlier in my opinion because you haven't made very many of those type of videos, and the one they used at the shorty awards didn't seem fitting. anyway, sorry for the long question, just curious?","i actually try to make them all different, if i can."
puhutteko suomea?,no.
will we ever get to hear you playing live instruments?,you probably already have.
bill can you adopt me?,
"bill, could you change the 'Baekje' pronuncation link on the 'History Of Japan' video with this : https://goo.gl/nMKpvO  because i think this one is more accurate. thx :D?","the point of using the link that i used is to show people where i got that pronunciation. so that way when people say it's wrong, they can hopefully click through to the source, and hopefully leave comments there saying it's wrong, instead of blaming me."
can i make a fan page for unanswered questions?,sure.
