question,answer
"if so, how did you deal with it? It happens a lot to me, I'm the vocalist of a band and I end up disliking my vocal melodies and even the tracks just a couple days after we worked on them?","just try it. you will be staring at a blank project, and everything you do now will be uncertain, because you thought it was right when you started to the last time, so you won't be able to take anything seriously the second time, knowing you already did it. after a few moments you usually realize that you have already started the project before, and your best bet is to just make do with what you have already done, and move forward, and maybe make the next project better."
why do you do anagrams?,"yay, good words - a human."
do you love when you're reminded on a daily basis how Nice music is?,yes but it also makes me freak out and get sad that i have so many songs written and not yet recorded.
i'm starting to think there might even be infinite kinds?,i think you may be right.
is it ok to answer maybe on a yes/no question?,sure.
what's the craziest idea?,having ideas.
what do filter cutoff and resonance mean for a synth?,"if your synth has a filter cutoff knob, if you turn it down it will sound like someone closed the windows, while the sound is outside. (it cuts out the high frequency). if you turn it up and down it will make a 'wawawa' sound, like a wa-wa pedal, which does the same thing. resonance, i don't really know how that one works, i just know if you turn it up too high it makes a loud squeal."
what is benefits of anagram you think?,find secret meaning.
If you crash landed on an alien planet what would you do?,that depends on the properties and characteristics of the planet.
How to became emperor of the world?,"start by becoming emperor of your house, then try to become emperor of your neighborhood, etc, work your way up from there. at some point you will probably have to fight someone, mentally or physically."
capital letters are GOOD TO USE SOMETIMES FOR EMPHASIS?,i agree.
which song is best to you?,every song is better than every other.
are there lots of things?,there are some.
what is the square root of infinity?,another kind of infinity.
does panicking help you with stuff?,yes and no.
hey bill can you help me figure out the chords to this song or just the chords in the beginning if you can thanks https://www.youtube.com/watch?v=0UrslgYinmQ?,"Db/Eb, C/D, Ab/Bb, G/C, F/Eb, Bbsus2/D, Eb/Db, D/C."
How am I supposed to pay attention long enough to complete this huge drawing I have for art class?,have you tried getting it done in a shorter amount of time.
How to talk to a girl I like?,how do you know you like her.
What's one thing you've done that no one else has ever done?,
what is the 2nd word in the new thing?,going.
how many days until the next thing?,there are things every day.
what's your favorite thing to do when you're not working?,figure out why.
can you use $2000 cash?,sure.
Can you help me the chords for the chorus of this tune? From about 1:11 - 1:28 (then it repeats). This is the song https://www.youtube.com/watch?v=QEpHGIKvWW4?,"C7b5, F#7/C#, Ddim, D#min7, G#min9 (D#sus4), C#9, F#9 _."
idea: think of ideas that no one has thought of before?,that's a good idea although that particular idea has been thought of before.
okay but really though why do ipads have cameras i just don't understand why they felt it necessary to include them?,an ipad is just a microwaved iphone (it gets larger in size) so it would have been extra effort to uninstall the camera.
Do you live in this universe?,which one.
would you rather be a duck or a horse?,perhaps i can get to be both in due time.
are you capable of relaxing?,yes.
today is september 11 what does that mean?,"september 11th probably carries the most meaning in either united states or chile, and it is not yet september 11th in either of those places."
"what is the future of your channel? You haven't uploaded in a month, i'm scared?","i guess you weren't following me while i was working on history of the entire world, which took me 11 months non-stop to make, during which time there were no uploads because i was working on the video the entire time."
DO YOU ENJOY BEING A HUMAN?,"it is rewarding, and challenging."
do you think british accents are really like that?,like what.
Name one thing that you like?,shapes.
why do ipads have cameras?,everything has cameras.
name one thing that doesn't happen for a reason?,naming things that don't have reasons.
Finish the lyric: Wh______________?,wheel it back jeferstein.
why do you like times new roman?,i don't particularly.
"I think having chords that 'bounce around' can definitely work and sound good sometimes,?",that's true.
"You are making it for the 6th week in a row,?",that's not true.
bill i have an extreme urge to watch you take something out of a box it can be anything just unbox it?,
9.6.177:24 pm are you sure that donald trump wants to be president?,"being the president of the united states is something that you never quite know if you are ready for. i think many presidents realize when they get there that it is much more insane than they previously realized. so i can't confirm if donald trump has yet to have any of those realizations. but i know that one of the things that drives donald trump is to succeed as wildly as possible, and be incredibly famous and do things in a very large and big way, and be in the spotlight all the time. so being elected president was certainly in line with those goals. i am not sure what his goals are now that he has acheived that."
what do you think about pink floyd?,some days u just wanna get wicked high and play E minor and A for an hour.
Please send kelp?,ok. to where.
I feel overwhelmed with all of the Things in the world what do i do?,become a thingologist.
"i mean they look a lot like humans already, culture wise, so they could probably learn how to do it. it would be really cool if we had like tiny ipads for ants and we'd figure out a way to communicate with them?",
i'm just running& hiding& being controlled& not doing what i want& waiting& blah blah crying wth wdid?,sounds like you're on the right track.
what the hell is a nazi?,the antagonist of the story.
what is courage?,a cool experiment.
How long does it take you to make a song? AKA When are you gonna give us more goods mannnnnnn?!?!?!?! ::fiends::?,"that depends on how long it is, and also how good i want to make it."
"10.27.166:42 amis this question relevant to hi, i'm steve?","no, that video was not even remotely conceived until june, 2017."
"i forgot to wear makeup today and im nervous that people will frown at me because i have spots, what should i do?",go for a world record! of nervousness.
Did you decide to stop answering the green/repeated questions? I've noticed they've stopped showing up on the replies?,i've developed a more advanced way of dealing with most of them.
Idea: make it able to post pictures on ueqstions page?,"i would prefer to keep this page (and most pages of this site) graphics free, so as to allow massive amounts of content without it being too slow."
"can you give me a fact about the word fact,?",.
an opinion about the word opinion?,.
i just found a neat trick. you can make a color palette pretty dull and dark but then add pops of NEONS or BRIGHT COLORS and sometimes even PASTELS and it's just SO FUNNNNNNNNNNNNN?,"oh nice, you are living in the fast lane."
"THERE ARE SO MANY THINGS TO DO!!! How can I do all of them? I want to do them. I HAVE SO MANY IDEAS! But there is not a lot of time for me to do all of these things. Like gosh darn man I just WANT to do these THINGS, ya know? Maybe I can just forget who I am and then not do anything at all and then I wont have to worry about it?",oh too real.
will you continue the monday video series plz do?,how about starting a new series instead.
Is there lore or a secret storyline in all of your short videos?,"yes, the story is 'look, i am learning how to make videos in different ways. follow my journey as i learn new ways to make them'."
ha i am gonna spell memme wrong?,oh nice.
what is your lucky number?,i can't tell you.
how do i in 5 easy steps?,that only takes 1 step.
why are people still asking you questions?,"i think the more important question is, why are You still asking me questions."
can you upload images here?,"i can, but you can't."
do you prefer serious questions to random questions?,i have never gotten a random question.
what is the correct way to respond to flirting?,an arranged marriage (you will have to check with your parents to see if they can arrange it for you).
How do I transcend space and time?,surely everyway.
how's the ground?,"very nice, and reliable."
what do you think about elephants?,.
George Washington or Ellen Degeneres?,for what.
i'm stressed. how do i unstress myself?,transcend space and time.
prove to me that you are not just in my head?,how could i be in your head if you are just in my head.
how stressed out were you when you accepted your shorty award and on the way to the stage the big hair guy told you to do a dance?,building a solo career from the comfort of your own apartment and then winning an award for it is something i already would consider a dance.
how can I get my brain to fix itself?,try to explore the world and your surroundings as much as possible.
have you ever dreamed of a really good melody and recorded it down?,yes.
is it true that wearing sunglasses makes you look cooler?,yes.
"I have a cool melody but I can't think of a bass line. Any tips? (And no, in not gonna send you the melody so you can hear it, ya gosh darn bufoon)?","you're gonna have to just try something. try the simplest and obvious thing first, you'd be amazed at how helpful it can be. you won't know the result until you have some way of playing/recording/hearing it with the bass and melody together."
my fetish is gravity and light?,"oh nice, #relatable."
am i crazy or did you recently change the look of the videos page?,i did not change it.
What was your first YouTube video?,"i don't really make videos specifically for youtube, i just make videos. but youtube is a ubiquitous and popular platform so i post them there as well."
how 2 do the music?,try a way no one else has tried before.
what do i do if i have a cool melody in my head but cant figure out a harmony that fits it?,"keep trying, i guess."
"i get the sense that youre probably against personality tests, astrology, and other THIS IS WHO I AM tests which some people use to segment their personality into tiny boxes instead of Being The Human They Are. but have you ever looked into this stuff just for kicks? it can be silly and fun if you dont take it seriously?",i take personality very seriously.
"sometimes i think my art thing is not finished, so i try to add more things to make it complete but then it gets to a point where the things i add are detracting from the overall effect. it is hard if not impossible to take things away once they are there. do you ever deal with this,?",yes.
are some rocks cooler than other rocks?,we'll leave that to the courts to decide.
what is your favorite type of pumpkin?,type B.
What happened during the intermission in hotewig?,"just a transition screen, saying 'intermission' with some music, for maybe 1 and a half seconds."
"from the 7/27/13 reality, what's the difference between minutes of green and minutes of blue?",if i remember correctly that meant minutes of the final product of any content made in each category.
"in 2014, you made a video called help, i'm lost in a calendar. so did you find a way to escape or are you still stuck inside one? it just happened to me and i'd like your advice(if you managed to escape)?","if i were really trapped in a calendar, i wouldn't be making a video with text captions, voice-over, and a musical score. i would be calling 9-1-1."
what are some of your interests? like favourite film or tv series or song or band?,
ive been playing music for five years and when i hear all this music theory clever stuff i get really scared cause im having a tough time trying to mix major and minor chords in my songs what do i do?,"always do chords based on the way they sound, not based on what you think they may be called."
how much time does it take you to answer a question with an audio snippet (e.g. hide your love away)?,24 seconds.
I am a native New Yorker yet I do not knownhow to pronounce Kozciuszko street. Can you please help. I just pronounce it as 'ko-dnxssddndns-$:!!' or 'kolonoscopy'?,"i asked a real polish person, and she told me kosh-Choosh-co which is actually exactly the way the recorded announcement on the J train was pronouncing it at the time. i've heard that the australians have a mountain of the same name, and they pronounce it much differently. but when pronouncing the brooklyn street, i defer to the train announcement, and the authentic polish pronounciation, which are both in agreement."
that person would need to have your phone number or something to be in contact with you;?,"sure, or email."
"hello, welcome to my website?",oh darn i thought it was my website.
there's this girl what do i do ~?,sounds like it's too late.
you sound like Toto so i'm going to quiz you to find out if you're actually Toto or not. here is the quiz.1) what country is your favoritea) Africab) other?,i think you mixed up toto's quiz with a quiz for someone who has barely heard of toto.
"9.3.173:13 am The service is brief, but your time is limited. The thing itself isn't essential but it's valued?",i can't answer with an exact numerical value if you are not defining the variables with numerical values.
what does the im feeling randy button do?,"it randomizes the questions, and displays them one at a time."
Also those little chord hits that play around 2:44 right after 'baby I'm sure you would'? Here's the song. https://www.youtube.com/watch?v=LVSfnXeYmtQ?,"Amin6. very densely, possibly doubled in octaves, because there is definitely high A (880), but the F#(the 6 note) seems to be coming from more than an octave below. and in between you surely would have your C and E. it's just really dense and thick. also drenched in vibrato. it's Amin6, which means it includes notes A, C, E, F#. intuition tells me that this sound is automatically doubled an octave, and it's a one handed 5-note voicing with A on both ends. left hand would be working the bender/vibrato wheels."
"Will you ever make a feature film? If everyone who saw HOTEWIG went, you'd have so much power?",hotewig took 11 months of solid work. doing anything larger without a full cast and crew would be irresponsible for a human of non-infinite life span.
Can you tell me one word that appears on 0:41 of the video you are working on right now?,outside.
"I've been fired twice for taking jobs that were way beyond my capabilities thinking that it was better to get fired for trying than missing out on an opportunity to learn from and be around people I admired. Ever since these 'failures', I started seeing a pattern and now I've decided to stop working altogether so I won't feed the pattern again (also because it hurts to be rejected). Bill, what should I do? I feel so desperate that I'm on the verge of taking any job just so I stop feeling guilt?","apply to 100 more jobs, of all different types."
how can i prevent myself from being 'that weird kid in the class'?,become an adult.
if you were a inventor of rubik's cube how would you name it?,"this drastically goes against my distaste for naming things after myself, but in that particular case i think i would indeed call it the wurtz cube. that being said i did not invent the rubik's cube and i am not an expert on the rubik's cube so please do not call it the wurtz cube."
Is Canada a nation in your opinion?,yes.
should I press the red button?,have you thought of pulling it.
How lobg did it take for you to get your shorty award(like physically)?,i never got it because i never told them my address.
whats the time signature of Movie Star;I cant seem to find and stay on the beat?,
what are bees?,"something of a failsafe comedy mainstay, i'd gather."
"Is your initial impulse when making something to entertain or have an impact on people beyond entertainment, and how long until you foundbalance between these two things that worked for you? Love from alphabet soup xoxofish?",i am trying to balance them right now.
have you ever thought about making tutorials to give us the knowledge?,yes.
whats a good chord?,they are all bad.
How to make a dishwasher clean dishes?,there should be a button that says 'clean the dishes'. press that button.
how do i fuck a pillow?,did you read the instructions.
why was there only one mention of australia in hotewig and o kjghillion other mentions of everything else?,there were actually 0 mentions of most things.
What would that even sound like lmao?,
what do you think of computer programming?,.
how 2 respond to compliments of your work?,"make more work, even better."
"What's a time signature? I've seen you talk about them on this site and I'm just curious. Sorry, I don't know a lot about music :(?","i only talk about it when asked, it is not something i normally talk about. it's how you group beats together in music. the 'beat' is like when you tap your foot to the music, each tap is a beat. the time signature tells you how many beats in a group. (hint: it's usually 4)."
"I can't possibly pretend to know your workflow and pace,?","it's very fast, i cut a lot of corners."
are you mad at me for looking up chords to your songs instead of figuring it out myself?,"the only source you will find would be someone else figuring it out, which may or may not be correct."
do you overwork yourself?,i try to work just the right amount.
can I be your assistant?,sure.
how do i get over my identity crisis?,.
donald trump?,"ah, you make an interesting point."
