question,answer
You need to update the link to your instagram to be colored according to the new icon. The colors you have now for it are for the old one?,that's true. i will change it.
can you please share your thoughts on the word 'mayhap'?,"seems fake, but maybe not."
"why does time mean so many different things to humans? like, you have this much time before you die you have this much time in a day you need to keep time, drummer it's time to go to work the land before time XIV: journey of the heart?",time is what this whole world runs on. it's been that way since way before humans.
"when someone asks you to write the chords of a song, can you do it manually with just listening to it or do you need to instrument to play on?",i don't need an instrument.
did you know your website is allowed by the school wifi?,i've actually heard that it's blocked in a lot of schools.
please update the reality stuff?,then i would have to stop working on the regular videos. is that what you want.
how do you get notifications when people ask questions?,people always ask questions.
Why do you say there are only 2 genders?,"i'm not sure if i said that, but i guess it depends on what you mean by gender. i guess gender can mean anything. it can mean letters! did you know, there are 44 genders in this sentence alone."
what inspired you to make a 1 minute video about soap? (i hope this gets to you next week so nobody knows i time travel)?,it seemed like a good idea at the time.
What do you get out of answering questions from random people on the internet?,"well, they get the answers. and i get to learn what they ask."
"do you have a favorite song of yours? (like, a song you've composed that you're really proud of?)?",hopefully the next one.
"i don't understand dabbing please, explain?","well for a minute it meant a way of doing weed. then the next minute, it meant a way of responding to the haters. you won't believe what it's about to mean next, stay tuned."
What's the 224th word of your new video?,i'm not sure.
I wanna be a movie star and Outside have....... possible sexual things in them. But...!WHYYYYY???! (touched me in an interesting way....)?,sex is very interesting.
"Can you help with the chords for this little tune? Doesn't sound to complicated, but I can't get it quite right. https://youtu.be/jQawwiuqWio?","oh man, i thought you'd never ask. anyway, it's G, Emin7, A7 (Emin7/B) Emin7.  (Emin D/F#) G ... C G/B A7 A/B Emin7. .... (Emin D/F#).  G, .. Emin7  A7 (G) B7 C, C/D, G7."
how do you come up with your weird songs?,i just try to do what's reasonable and then you get to decide if it's weird.
do you like flowers?,they are ok.
or do u wish you could do more content in that time period?,of course i do but that would have been impossible.
"I love you, don't ignore me?",but what if i do.
will you ever continue your notebook?,will you ever follow my twitter.
best time to aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa?,"how about now, as well as in the past and future."
u ever just wish u were the only person?,no.
wanna hang out?,no.
what to do if your'e trash?,celebrate.
will you ever go back to making black and white videos?,"i think almost all my videos have had colors, but i could be wrong."
what if you found out that all your questions were being asked by the same person?,
what is the ninth word of your new video?,or.
are you against purely electronic lyricless music?,i have my official position written down somewhere.
"If I donated to you 5 million dollars what would be the first thing you'd do/buy, and would you still make music and videos?","i would put it in the bank. well actually, i would probably move to a better studio with sound isolation and more video options and maybe hire some camera operators. who knows maybe even hire some editors full time. probably a lot of things i could do."
theideaofworkingwithyouisverytemptingasmuchasracingsogettingtheshitdonewouldhopefullybefasterbutireallydonotknowifwebothwouldbecomfortablewithsomeoneelseactuallyiwouldlovetotrythiswithyoubutyouranswerisfictionalandthisissaddoyouknowwhatelseissadiamstillherelikeyouknowiamnotathomeandmyworkiswaitingtobefinishedthisisafuckingtragedy?,"it was really not fictional, i am always trying to meet people who take things as seriously as you do, and your audacity to write in a way that no one quite ever does also is evidence that you are taking things very seriously. whether or not we live in the same region, that might be a different story. but please feel free to get in touch, i would love to hear from you."
how much do you care about spelling errors?,it depends how i was trying to spell the thing.
it honestly sounds like the next content is near completion?,"well it better be, it's due on tuesday."
How often do you do this?,there's not too much time for that any more. and also there's the secret fact that anything i learn actually can be used in productions.
does your new video use all of the rgb colors?,i think so.
Are you growing taller or shorter?,no.
It would be a cool experiment to form nice town or neighborhood for loners to be alone together?,that's true.
How long has this questions page been in existence?,"since march 31, 2016."
whoah did you actually move to nashville?,i'll give you a hint.
did you write the music in time mop it's good?,"yes, 5 years before the video was made."
"Is there any reason that you repeat these answers a lot, other than for comedic purposes?:scientists are still trying to figure that outi know what you meanthat doesn't seem necessaryi will checkoh hell yeah?","i guess that's just what happens after answering 30,000 questions."
updateiamabouttodiebutsomehowiamstillbreathingthisshitisnotasocialeventorsomethingitispurechaostheyplaysongstooloudandtheydonotsingtheyshoutandscreamandtheydonotdancetheytrytorubtheirbodyagainstothersthisisaninsulttotheartofdanceandiamhereidonotfeellikemyselfhighheelshurtmyfeetmakeupislikeamaskthedressisuncomfortableiamnoteventalkingaboutmyhairoddlysomeguystriedtotalktometheycallitflirtingiguessbutlikeiftheyhaveseenmeallnaturalandbeingmytrueselftheywouldnotevenrealizemeevensoitriedtotalktoobutitdoesnotseemtoworkeveryoneistalkingaboutbullshitallithinkaboutisgoinghomeandgettingdowntoworkpleasesaveme?,"you wanna come over and just be cool and wear normal person clothes, and work on stuff with me, or work on what you're working on and i'll work on what i'm working on, and we could race to see who could get more work done faster."
"Oh didn't you hear? Yur gay! if you listen to Justin Bieber! /s (you've made me appreciate pop more, thanks)?","it does not necessarily mean that, it could also mean you are a girl. or maybe you just think like a girl. or maybe you just like girls."
"Do you think Stevey wonder is actually blind,?",yes.
"have you ever thought about a live show setlist ?if yes could you give us a sneek peek ?i really feel we could just get high would be a great closer, with everyone singing we could get hiiiiiiiigh forever, kinda like the end of Hey Jude?",i feel like most of the songs on the list haven't been recorded yet.
are you ever gonna make a video about the history of yourself or something?,"i have an entire section of my website dedicated to that, i will continue expanding it, over time."
iamatapartyrightnowitismyfirsttimeattendingsuchabigsocialeventandwearingsuchadressandmakeupandreallyhighheelsidonotknowhowtotalktopeopleandifiamlookingbeautifulifeellikeastrangertomyselfilooksodifferentitisweirdalsoishouldnotbeworryingabouthowilookishouldbeathomewritingandworkingandcreatingiamgonnadiefrominsecurityineedawayouthereihavetogohomeigotshittofinishandthenihavetostartdoinganotherwhyamispendingtimeherebutfuckialsoneedtocommunicate?,oh too real.
all my clothes are made by children?,i know what you mean.
do you not answer questions sometimes?,yes.
how can i tell if i'm a bad person?,everyone is bad.
What's the time signature of this song https://youtu.be/WH3tkGViAPY?,it constantly changes.
can i raid your fridge?,sure if i can raid yours.
i feel like we would get along well?,
i consider myself quite heterosexual?,me too.
but i totally would go gay for you if i could?,that doesn't seem necessary.
why can't i click on the q in the ueqstions?,"you can, although nothing will happen."
spotify thinks you collabed with rob rhaspy?,"i have told him to delete my info from that song so people stop asking me about it, and he said he did. but i guess i will have to talk to him again."
When will the horses eat their hay?,at haytime.
Do you like lizards?,they're ok.
Don't you hate it when your mom slams your face into the keybehdheshhb6us$?,i usually do it myself.
where is the wood?,in the trees.
don't worry i'm lonely too so maybe we could be lonely together?,oh that sounds nice.
Do you feel like your work would become higher quality if you had some form of emotional support?,no.
do you actually receive these questions?,yes.
Which Simpson is the best one?,scientists are still trying to figure that out.
"10.6.174:59 am  oh shit wait hold on i do this. im always wanting to MAKE THINGS and my friends don't. OH, MAN?","yeah i know, it seems like they just wanna go home and watch football or something."
who rod rhaspy?,i have no idea.
and why did you collab w him?,i did not.
How will i know if you for realsies want to date me if i don't know what you are looking for in a girlfriend?,i'm looking for the secret guardian of time and space who also happens to be a ninja.
"suppose time were to stop altogether -- would individuals be locked into one thought or state of mind for eternity, or would those thoughts cease to exist because they, like any action, require time to generate? thoughts can sometimes be full sentences... would you get locked into the sentence or a part of the sentence? just gimme yo thoughts wurtzman this is confusing me?","time stopping is not noticeable. you just start noticing time wherever it does exist. time is stopped everywhere. just look at it, not happening and us not noticing."
"If you made a new scientific discovery would you name it after yourself? (eg the wurtz effect, or bill's number)?",no.
what does giving birth feel like k thnx?,oh you don't wanna know.
can you answer this question with the word necessary thanks?,i could but i'm not going to.
"it's a known fact, and proven countless time that isolation and lack of human contact is the worst pain a human can suffer,?",yeah i know it's pretty bad.
"but in your case it seems that not creating is the worst pain you can suffer,?",that's true too.
who wins in a fight on land? aquaman or a 5th grader?,i did not see the fight.
does it bother you if people attempt to emulate your weirdness in questions?,that doesn't seem to happen much.
How do you feel about dragons?,they are ok.
have you ever considered a tritone substitution?,i've used them before.
can you answer this question with the word velocity thanks?,that doesn't seem necessary.
Alex Trebek?,who is the host of jeopardy.
bill will you audition for the x factor?,no.
did you figure out where the railroad goes?,"yes, it goes to the major cities."
but if you start dating then that's less time for content-making and the rest of us want more content now?,"that's a good point, and that would be problematic. you're never gonna believe this but i think the right person for me is gonna be someone who can actually help and work together with me on everything."
"That way you could release hundreds of songs every day, leaving you free to focus on automating video creating and then you could even make a history of video generator that could do 11 months of work in like 11 seconds?",i think you might be completely missing the point of what i'm doing.
"i'm a hardcore fangirl (other than the first one who wrote here) and i'm here, waiting for you to find me?",how the hell would i find you on an anonymous questions page if you don't send me a message or leave me any contact info. people need to stop teasing me like this or i'm going to set the building on fire. i'm very lonely.
adopt me?,i will try.
is this questions page your main source of communication with the outside world?,too real can't answer.
"Bill help ,my life is going to shit,what do I do?","document your journey, with puppets if you can."
10.4.1711:23 pm  i meant it?,well it's going to be hard for me to contact you then isn't it.
do your times of isolation that you don't enjoy at the time eventually turn into sentimentality?,oh hell yeah.
make a song about me pls?,i will try.
"make a diss track,,,,, about grass?",grass is nice.
"have you ever thought about working with another person or a group of people to get longer videos done quicker,?",yes.
"And finally, going off of that, how often do you change your mind/edit your ideas after starting a video (i.e. what is the creative process of making a video, short or long)?",i will tell you some other time.
why do you agree to date everyone?,just on the off chance maybe someone actually meant it.
How do you come up with the catchphrases and jingles for your videos? They are actually 10/10 and really clever?,i just use whatever phrases i need to make the video. then you can decide which ones to catch.
do your songs have a much greater deeper meaning?,than what.
or should we find the meaning forourselves ps: snakes or snakes?,
what is the fuck?,everything around you.
what's your favourite part/scene from history of the entire world i guess?,"the part where i pressed upload on may 10, 2017, and then got in the shower and forgot about the past entire 11 months of my life."
how does it feel like to be in love?,"i'm not sure, i don't remember."
"Correct me if I'm wrong, but the chords to the first part of movie star are just B, C#min, and F#?",close but it's really only 2 chords. and the second one is sort of a combination of some of the chords you mentioned.
"10.3.172:51 pm(Not the poster btw)You've started dating,?",that's not true. i've tried but it does not seem to work.
so I think you've probably upset some of your fangirls. You should notify your new gal?,there isn't one.
"that she should probably keep her identity private for now,?",she does not exist.
"you've changed, you're too mainstream now?",i think you will change your mind when you see my next video.
Did you purposefully make the thumbnail for Outside the opposite of the thumbnail for I Wanna Be A Movie Star?,i purposely made them both what they are. i will let you decide if they are opposites.
Did you make your phone's ringtone?,i don't think anyone has ever called me.
Do you have any competitors?,i don't think so.
what is a joke?,i'm not sure.
&nbspOK; thanks sorry thank you very much?,
You always talk about how making history of the entire world was a gruelling process but do you think it was worth it in the end?,oh hell yeah.
Or perhaps you intend to relay the idea that not everything has to make sense.but actually tho wtf?,
How do you know when a video is done?,you just have to guess.
Can I join you the next time you are doing an 8 hour walk?,oh hell yeah.
What was the inspiration for the first verse in Guess I've Got to Listen to Bob Marley?,"the first verse has no inspiration, and i don't like it. the second verse is the one with all the inspiration, and it was written first. then i had to think of a first verse. not my best work. it means nothing and is not good. a real drag. but it functions i guess. it's like the store brand verse."
Hey can you please t shirts?,"i made a bunch of designs, but i got the samples from the company and they really sucked. the colors were really dim. so i have the designs but no company. i really really did not want to do merch in the first place but somehow i made the designs anyway and i was gonna make more."
why didn't you go to the Streamys?,why didn't you.
thinking about trying acid. whats it like?,i don't know.
"i rembered to check my question this time and you answered so thank you very much, what is ur allergy medicine of choice?",new and different allergies.
How can Ifound my questions? thanks :)?,yours is right here.
what do u do for fun?,try to accomplish 100 lifetimes worth of work during my lifetime.
would you describe your music as experimental jazz?,probably not.
"there is a repeating you pattern in your videos (i feel blue for you, etc.)does that parts go to a romantic interest?",no.
and is she the same person through all those years?,
how to reproduce myself?,i'm not sure.
"like the ones you are uploading to instagram, but more of them, it might be interesting... and maybe you could also start selling prints of them. I think some of the graphic content you produce is quite iconic?",
what is ur demographic?,homo sapien sapien.
please rearrange the alphabet right quick. any order is okay but try to put the really fun letters earlier on?,TV quiz drag nymph sex KFC blow-j.
"Please misspell ueQstions again dad, home is not the same?",what.
so I'm sort of new to dating?,me too.
have you decided what your next content will be?,yes.
"my parents dont like when i talk to myself, but it is quite useful to me. what do i do about this?",become a professional.
What should I do with the abandoned bird nests I found?,lay your eggs there.
are we in a simulation of humanity?,well if we are then who is in the real one.
why is green green and not red?,why would something not be itself.
I think license plates should be called 'car IDs' instead. What do you think about my proposal?,i think it's great. i will see if i can get that changed.
have you been to new york?,have i ever left.
disney princess you would most want to go to a tapas restaurant with?,first i will have to figure out what tapas is.
define your style?,"how about i just do it instead, cut out the middle man."
i need help with the male of our species. you are a male. any advice for me? something that will make me understand your way of thinking would help too?,what if i need help understanding your gender's way of thinking.
"i think there is some fundamental conflict between me wanting to grow up and me not wanting to be like everyone else(?, i guess)?","not necessarily. for inspiration, look to grownups who have succeeded in growing up to be not like everyone else."
"http://www.billwurtz.com/questions/why-japan.html of all the planets to choose for history of the entire world, i guess why world?",i don't think world necessarily means a planet.
thoughts on licence plates and why they're called plates?,what do you think they should be called.
can you friendzone me bill?,i will try.
Do you like flags?,they're ok.
what if potatoes actually could be used as cameras?,i think they can.
Why isn't outside in the list of songs? Is it not considered a song by some standard that we are unaware of?,"it is absolutely a song, and i have included it in every list that lists songs. unless i screwed up or something."
9.30.176:59 pm  fyi you typoed the link to 9.29.27 6:29 pm?,"that was the person who asked, not me."
Do people who still control the food have bigger houses?,oh hell yeah.
10.1.172:47 pm did making content stop you from exploding or did you explode anyway?,i was already exploding and i still am. but now i am able to share at least a small percent of those explosions with others. but there is still a long way to go.
would you encourage piano practice?,"practice? forget that, i say do it for real."
9.30.176:25 pm  oh shit same. have you heard about the boring company and their electric underground skates for cars that are going to solve traffic problems in major cities (not sponsored hahahah) but really tho?,"that's not really what i meant, i meant like the problem where there is plenty of food to feed the world but it gets ghrown away. that's a transportation problem. if we had better transportation technology we could send things anywhere easily. i'm not talking about better roads or better cars, i'm more thinking of teleportation related technologies, etc.. manny other applications for this but this is a very significant one that comes to mind."
what does NAFTA stand for?,north american free trade agreement.
Should I dig a hole?,sure.
"what license plate designs do you love, possibly including connecticut?",
will you ever feature a dolphin in one of your videos?,already did.
If you could classsify your humour what catagory would you be in?,"ah, humour classification. my favourite passed time."
Wait just kidding I actually don't know the time signature of I wanna be a movie star what is it?,
What other license plates do you love besides pennsylvania?,i have never said i love pennsylvania license plates.
What even is the time signature in outside I am dumb?,it's all 4 except a couple of dropped beats in transitions.
how did you get the idea of how to start HOTEWIG cuz i think its brilliant?,"i just started from a simple perspective of what it seems like to live on this planet. i also was trying to make sure to keep it weirder than history of japan, because history of japan had almost sent the wrong message that i am an educational channel so i wanted to make sure to have lots of fun and get crazy."
What is?,anything.
hillary or trump?,what is the 2016 united states presidential election.
"i wanna ask you a question but it's not that i have a particular question to ask you, i just want to be replied tosowhat's the funniest word you've ever heard?",mature' when they pronounce it 'matoore.' it's the funniest when you're not expecting i.
do you remember me?,who is this.
